"puesto","empresa","nivel","area","fecha","detalle","link","departamento","fecha_scraping"
"AUXILIAR CONTABLE","","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 6 días ","Requisitos:

•	Estudiante avanzado de Ciencias Económicas o egresados de EDA
•	Radicado en Las Piedras o cercanía. 
•	Buena escolaridad
•	Proactivo, Ordena ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-contable-yjus2","canelones",2019-10-17 16:10:35
"LAVADOR DE COCHES","","Auxiliar","Servicios - Oficios","Hace 1 semana ","Lavado completo, aspirado completo, limpieza total del vehiculo.
Fundamental y excluyente tener libreta de conducir. Es una rentadora de coche por lo tanto ...","https://trabajo.gallito.com.uy/anuncio/lavador-de-coches-pu736","canelones",2019-10-17 16:10:35
"DELIVERY CON MOTO PARA LAS PIEDRAS","","Auxiliar","Cadetería - Cobranzas","Hace 1 semana ","Para el horario de la noche, de 19 a 24. Conozca la zona, buena presencia, responsable y con ganas de trabajar. Se necesita Delivery con MOTO para reparto  ...","https://trabajo.gallito.com.uy/anuncio/delivery-con-moto-para-las-piedras-pmvmg","canelones",2019-10-17 16:10:35
"COCINERA Y ATENCION AL PUBLICO PARA ROTISERIA Y PANADERIA PINAMAR","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Elaboración de menú.
Atención al público. Limpieza del sector.
Reposición.","https://trabajo.gallito.com.uy/anuncio/cocinera-y-atencion-al-publico-para-rotiseria-y-panaderia-pinamar-4yzsm","canelones",2019-10-17 16:10:35
"REPOSICIÓN Y TAREAS DE DEPÓSITO EN SUPERMERCADO (ZONA PINAMAR)","","Auxiliar","Ventas - Comercial","Hace 1 semana ","Solamente se tomará en cuenta currículum con experiencia comprobable en supermercado. + Reposición del salón
+ Tareas de depósito, carga, descarga, etc. ...","https://trabajo.gallito.com.uy/anuncio/reposicion-y-tareas-de-deposito-en-supermercado-zona-pinamar-2gygn","canelones",2019-10-17 16:10:35
"VENDEDOR","Guia para tu salud","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Ventas directa al publico 
Seguimiento a la cartelera de clientes 
Manejo de redes sociales 
Postura de negocios Persona productiva,disciplinado,
responsab ...","https://trabajo.gallito.com.uy/anuncio/vendedor-sn632","canelones",2019-10-17 16:10:35
"DE SISTEMAS DE SEGURIDAD (ALARMA, CÁMARAS DE VIDEO VIGILANCIA E INCENDIO","Importante empresa","Oficial","Servicios - Oficios","Hace 1 semana ","Empresa en Ciudad de la Costa solicita:

1)TÉCNICO DE SEGUNDA:

- Instalador de sistemas de alarma, cámaras de video vigilancia e incendio.
- Experiencia c ...","https://trabajo.gallito.com.uy/anuncio/de-sistemas-de-seguridad-alarma-camaras-de-video-vigilancia-e-incendio-qy7q8","canelones",2019-10-17 16:10:35
"VENDEDOR MOSTRADOR","electrolapaz","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","venta en mostrador. es excluyente que tenga conocimientos de materiales electricos. atender de forma agil y amable al cliente,
mantenimiento y limpieza del ...","https://trabajo.gallito.com.uy/anuncio/vendedor-mostrador-vdj69","canelones",2019-10-17 16:10:35
"VIGILANTE O GUARDIA PARA SUPERMERCADO EN PINAMAR.","IMPORTANTE SUPERMERCAD EN PINAMAR","Auxiliar","Seguridad - Vigilancia","Hace 3 semanas ","Seguridad para salón de supermercado.
Control de los empleados, de compras. Vigilante   o guardia   para supermercado  viva próximo a la zona de pinamar.","https://trabajo.gallito.com.uy/anuncio/vigilante-o-guardia-para-supermercado-en-pinamar-3rnj8","canelones",2019-10-17 16:10:35
"SECRETARIA ADMINISTRATIVA","Importante empresa","Asistente","Administración - Secretariado","Hace 3 semanas ","SE NECESITA SECRETARIA ADMINISTRATIVA PARA SUPERMERCADO EN COSTA DE ORO CON EXPERIENCIA Y MANEJO DE SCANNTECH Y MEMORY CARGA HORARIA: 4 HORAS

EXPERIENCIA  ...","https://trabajo.gallito.com.uy/anuncio/secretaria-administrativa-z38nh","canelones",2019-10-17 16:10:35
"ENCARGADO PARA IMPORTANTE SUPERMERCADO","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 3 semanas ","ENCARGADO PARA IMPORTANTE SUPERMERCADO EN LA COSTA DE ORO.

BUSCAMOS PERSONA CON EXPERIENCIA EN EL RUBRO (SE VALORARÁ EXPERIENCIA EN CADENAS).

BUEN MANEJO ...","https://trabajo.gallito.com.uy/anuncio/encargado-para-importante-supermercado-v5vqn","canelones",2019-10-17 16:10:35
"PANADERO","Importante empresa","Técnico / Especialista","Servicios - Oficios","Hace 3 semanas ","realizar producción de panificados varios de acuerdo a la orden de producción que se le indique,  cumplir con los procedimientos establecidos tener carnet  ...","https://trabajo.gallito.com.uy/anuncio/panadero-rgrbb","canelones",2019-10-17 16:10:35
"CARNICERO","Importante empresa","Auxiliar","Servicios - Oficios","Hace 3 semanas ","REALIZAR DESHUESADO DE POLLOS,  DESARME DE MEDIA RES, PROCESAMIENTO DE MERCADERIA REQUERIDA, LIMPIEZA DE HERRAMIENTAS Y AREAS DE TRABAJO deberá tener Carne ...","https://trabajo.gallito.com.uy/anuncio/carnicero-qbdr6","canelones",2019-10-17 16:10:35
"MAESTRO PANADERO","SUPERMERCADO IMPERIO DEL ESTE EN PINAMAR","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 4 semanas ","ELABORACIÓN (PANES, BIZCOCHOS, PIZZAS, OJITOS, POLVORONES,MASAS,POSTRES)
LIMPIEZA DEL AREA DE TRABAJO HIGIENE DEL LUGAR Y MAQUINARIA.","https://trabajo.gallito.com.uy/anuncio/maestro-panadero-g2eaq","canelones",2019-10-17 16:10:35
"EJECUTIVO DE VENTA","DEL SOL Contenidos","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","visitar clientes para venta de intangibles, para productora  de contenidos en radio y  televisión. en la costa y/o en todo el uruguay. y/o en montevideo. ( ...","https://trabajo.gallito.com.uy/anuncio/ejecutivo-de-venta-vv6hb","canelones",2019-10-17 16:10:35
"OPERARIO/A PARA COSECHA - CON/SIN EXPERIENCIA, SAN JACINTO, CANELONES","Kairos Servicios","Peon","Producción","Hace 1 mes ","Kairos servicios se encuentra en la búsqueda de operarios/as
para cosecha, se valorará experiencia (no es excluyente) Deberá contar con responsabilidad, co ...","https://trabajo.gallito.com.uy/anuncio/operario-a-para-cosecha-con-sin-experiencia-jtv29","canelones",2019-10-17 16:10:35
"DIBUJANTE TECNICO","DISEÑO","Técnico / Especialista","Arte - Diseño - Comunicación","Hace 1 mes ","DIBUJANTE DIBUJANTE","https://trabajo.gallito.com.uy/anuncio/dibujante-tecnico-zyreq","canelones",2019-10-17 16:10:35
"ELECTROMECANICO","Taller de electromecanica","Técnico / Especialista","Producción","Hace 1 mes ","Trabajos de electricidad, conocimientos de electricidad, 220V, 24V, 12V.
Trabajos varios de taller tales como:  pintura, herreria, soldadura, pintura sople ...","https://trabajo.gallito.com.uy/anuncio/electromecanico-p7qry","canelones",2019-10-17 16:10:35
"CONFITERO","Empresa en crecimiento","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Confitero. Buscamos una persona responsable con el trabajo, que cuente con disponibilidad horaria y con comprobada experiencia en el rubro, zona Solymar.","https://trabajo.gallito.com.uy/anuncio/confitero-pr4rz","canelones",2019-10-17 16:10:35
"TÉCNICO ELECTROMECÁNICO","PwC Uruguay","Técnico / Especialista","Producción","Hace 1 mes ","Requisitos:
- Ingeniería eléctrica o mecánica egresado de UTU, UTEC o UDELAR.
- Experiencia mínima de tres años en cargos de similar responsabilidad.
- Téc ...","https://trabajo.gallito.com.uy/anuncio/tecnico-electromecanico-d6jvp","canelones",2019-10-17 16:10:35
"VENDEDOR - ADMINISTRATIVO","Empresa en Pando - Repuestos de moto","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Vendedor en mostrador y redes sociales
Atención al público
Tareas administrativas Con experiencia en rubro Repuestos de moto
Será excluyente tenga buen man ...","https://trabajo.gallito.com.uy/anuncio/vendedor-administrativo-sasg8","canelones",2019-10-17 16:10:35
"ATENCIÓN AL CLIENTE","Costa Urbana Shopping","Auxiliar","Atención al cliente","Hace 1 mes ","Responsable de asegurar el bienestar y la superación de las expectativas de los clientes del centro comercial, por medio de la gestión de la información op ...","https://trabajo.gallito.com.uy/anuncio/atencion-al-cliente-beyu9","canelones",2019-10-17 16:10:35
"CAJERO VENDEDOR","BRITT SHOP URUGUAY SA","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Funciones y Responsabilidades:
-Cumplir con el protocolo de servicio al cliente dispuesto por la compañia.
-Cumplir con las normativas de la organización y ...","https://trabajo.gallito.com.uy/anuncio/cajero-vendedor-h345y","canelones",2019-10-17 16:10:35
"PERSONAL PARA FIAMBRERÍA EN PINAMAR SOLO CON EXPERIENCIA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Atención al público
Mantener la higiene del lugar de trabajo
Reposición de mercadería
Control de stock
Vencimientos de mercadería HORARIOS, CONTROL DE STOC ...","https://trabajo.gallito.com.uy/anuncio/personal-para-fiambreria-en-pinamar-solo-con-experiencia-u5bm6","canelones",2019-10-17 16:10:35
"MANTENIMIENTO Y FOGUISTA","Importante empresa","Técnico / Especialista","Producción","Hace 1 mes ","Tareas de mantenimiento en general (sanitaria, electricidad, refacciones en general) y tareas de Foguista en caldera a leña. Responsabilidad y compromiso c ...","https://trabajo.gallito.com.uy/anuncio/mantenimiento-y-foguista-2ehem","canelones",2019-10-17 16:10:35
"LIMPIADOR/A","","Auxiliar","Servicios - Oficios","Hace 1 mes ","Se busca personal femenino mayor de 30 años para suplencia, local en Canelones y Santa Lucia.
Se solicita cédula de identidad, carne de salud, referencias  ...","https://trabajo.gallito.com.uy/anuncio/limpiador-a-7mt2e","canelones",2019-10-17 16:10:35
"ASISTENTE DE BODEGA","TESDRAC SRL","Asistente","Logística - Distribución","Hace 2 meses ","Dentro de sus funciones destacan:
• Experiencia en manejo de bodega e inventarios, sistemas operativos, logística y operaciones.
• Responsable de mantener  ...","https://trabajo.gallito.com.uy/anuncio/asistente-de-bodega-a7pu7","canelones",2019-10-17 16:10:35
"AUXILIAR DE LIMPIEZA","TELEMONT SA","Auxiliar","Servicios - Oficios","Hace 2 meses ","Funciones Generales

• Mantener en orden la planta, áreas de producción y en general las áreas asignadas
• Realizar aseo a las diferentes áreas de la empre ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-de-limpieza-4748v","canelones",2019-10-17 16:10:35
"PEON","TERZANO BONINA EDUARDO ARIEL","Peon","Construcción - Arquitectura","Hace 2 meses ","Nuestra Empresa Nacional Innovadora de primer Nivel, que brinda un muy bien ambiente laboral y una remuneracion acorde a las responsabilidades a traves de  ...","https://trabajo.gallito.com.uy/anuncio/peon-j265g","canelones",2019-10-17 16:10:35
"ASESOR PARA INMOBILIARIA","Importante empresa","Auxiliar","Administración - Secretariado","Hace 2 días ","Buscamos a una persona con buena presencia y excelente trato con el público para desempeñar las siguientes funciones:
- Gestiones y trámites inmobiliarios  ...","https://trabajo.gallito.com.uy/anuncio/empleado-para-inmobiliaria-upn95","canelones",2019-10-17 16:10:35
"VIGILANTE","Daltiro SA ","Auxiliar","Seguridad - Vigilancia","Hace 3 días ","El Clon selecciona para Sucursal Pando: Personal para Vigilancia
Buscamos personas con experiencia en el área de Seguridad, que viva próximo a la zona y te ...","https://trabajo.gallito.com.uy/anuncio/vigilante-6y74v","canelones",2019-10-17 16:10:35
"VENDEDOR ADMINISTRATIVO","Importante Empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 6 días ","VENDEDOR CON LIBRETA VEHICULAR CATEGORIA A o B
DISPONIBILIDAD COMPLETA VENDEDOR Y CHOFER","https://trabajo.gallito.com.uy/anuncio/vendedor-administrativo-e4m75","canelones",2019-10-17 16:10:35
"AUXILIAR CONTABLE","ESTUDIO CONTABLE","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","registraciones contables, balances, preparacion de tramites ante oficinas publicas, etc Para estudio contable. 

Imprescindible residir en C. de la Costa.","https://trabajo.gallito.com.uy/anuncio/auxiliar-contable-38tgb","canelones",2019-10-17 16:10:35
"TÉCNICO INSTALADOR - ATLÁNTIDA - SUPLENCIA","Consultora Human Phi","Oficial","Servicios - Oficios","Hace 1 semana ","Seleccionamos Técnico Instalador Atlántida- Suplencia para empresa de telecomunicaciones que cumplan con el siguiente perfil:

Los Requisitos

•	Residencia ...","https://trabajo.gallito.com.uy/anuncio/tecnico-instalador-atlantida-suplencia-jn7qy","canelones",2019-10-17 16:10:35
"VENDEDORA E IDONEA PARA FARMACIA HOMEOPÁTICA","Importante empresa","Técnico / Especialista","Salud","Hace 2 semanas ","Atención al publico, tareas administrativas, manejo de caja, mantener orden y limpieza del local.
Excluyente que resida en Ciudad de la Costa. Puntualidad, ...","https://trabajo.gallito.com.uy/anuncio/vendedora-e-idonea-para-farmacia-homeopatica-ppenv","canelones",2019-10-17 16:10:35
"LIMPIADORA","adriana carro","Auxiliar","Servicios - Oficios","Hace 2 semanas ","Se necesita Sra de entre 35 y 55 años con referencias para tareas de limpieza en casa de familia , que viva en zona de shangrila . limpieza","https://trabajo.gallito.com.uy/anuncio/limpiadora-7mdbg","canelones",2019-10-17 16:10:35
"TECNICO PROGRAMADOR CCTV Y ALARMA","centro de monitoreo","Técnico / Especialista","Servicios - Oficios","Hace 3 semanas ","técnico coordinador de services y programador . sera responsable de organizar agenda de instalaciones con los clientes y mantenimiento de sistemas de alarm ...","https://trabajo.gallito.com.uy/anuncio/tecnico-programador-cctv-y-alarma-6bms3","canelones",2019-10-17 16:10:35
"JUNIOR ACCOUNTANT","ADVICE","Analista","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Objetivos de la posición:
Proveer servicios de contabilidad a diferentes clientes, asistir en la preparación de estados financieros bajo las normas IFRS y  ...","https://trabajo.gallito.com.uy/anuncio/junior-accountant-2589n","canelones",2019-10-17 16:10:35
"PRIMERA EXPERIENCIA LABORAL - ZONA LAS PIEDRAS, LA PAZ Y ALREDEDORES","AGLH Consultores","Peon","Producción","Hace 3 semanas ","Seleccionamos personas con orientación a trabajos operativos. Realizará tareas vinculadas al área logística, producción y mantenimiento. Deberán contar con ...","https://trabajo.gallito.com.uy/anuncio/primera-experiencia-laboral-zona-las-piedras-la-paz-y-alrededores-u4a8d","canelones",2019-10-17 16:10:35
"ADMINISTRATIVO INMOBILIARIO","Oficina Ramirez","Supervisor / Encargado","Administración - Secretariado","Hace 1 mes ","AUXILIAR CONTABLE Y DE VENTAS
• Sexo Masculino
• Edad entre 30 y 45 años
• Secundaria completa (no excluyente)
• Libreta de conducir moto 4 tiempos o saber ...","https://trabajo.gallito.com.uy/anuncio/administrativo-inmobiliario-h6dv3","canelones",2019-10-17 16:10:35
"AUXILIAR TECNICO PARA MANTENIENTO DE PISCINAS","Importante empresa","Auxiliar","Producción","Hace 1 mes ","Persona de 25 a 50 años con libreta de conducir, buena presencia, puntual, con gusto por el trato con clientes, proactivo, metodico y organizado. Resida en ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-tecnico-para-manteniento-de-piscinas-bptqn","canelones",2019-10-17 16:10:35
"AUXILIAR DE VENTAS Y ATENCION AL CLIENTE","Empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Empresa en la zona de Salinas necesita para incorporacion inmediata auxiliar de ventas y atencion al cliente, edad: 30 a 50 años con ganas de trabajar. Bue ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-de-ventas-y-atencion-al-cliente-2zgnt","canelones",2019-10-17 16:10:35
"BRUSHINISTA , CORTADOR/A.","Peluquería Aeropuerto","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","Se necesita brushinista ,cortador/a con experiencia, sepa manicuria para puesto fijo,buena presencia, disposicion y ganas de trabajar, con referencias. cum ...","https://trabajo.gallito.com.uy/anuncio/brushinista-cortador-a-ayb5e","canelones",2019-10-17 16:10:35
"AUXILIAR DE LIMPIEZA","empresa de limpieza","Auxiliar","Servicios - Oficios","Hace 1 mes ","empresa de limpieza selecciona personal femenino para locales comerciales en la zona de aeropuerto y pando  comunicarse al 22087079 en el horario de 9 a 12 ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-de-limpieza-tth57","canelones",2019-10-17 16:10:35
"APRENDIZ MECÁNICO","Importante empresa","Peon","Producción","Hace 1 mes ","Nuestra búsqueda se orienta a jóvenes con conocimientos de mecánica y deseos de aprendizaje en el área. REQUISITOS:
– Estudiantes de mecánica automotriz.
– ...","https://trabajo.gallito.com.uy/anuncio/aprendiz-mecanico-6hpjv","canelones",2019-10-17 16:10:35
"INGENIERO EN AUTOMATIZACIÓN","PEPSICO","Profesional","Producción","Hace 2 semanas ","El desafío:

El puesto liderará y gestionará el despliegue de la estrategia de automatización de los procesos de manufactura de concentrados de bebidas en  ...","https://trabajo.gallito.com.uy/anuncio/ingeniero-en-automatizacion-78gae","colonia",2019-10-17 16:10:35
"JEFE DE SUSTENTABILIDAD & COMUNICACIONES","Para Montes del Plata","Profesional","Arte - Diseño - Comunicación","Hace 1 mes ","En nuestro día a día, trabajamos en comunidades del interior del país, conociendo a personas que nos inspiran, que rescatan valores como el compromiso, la  ...","https://trabajo.gallito.com.uy/anuncio/jefe-de-sustentabilidad-comunicaciones-442sp","colonia",2019-10-17 16:10:35
"CLUB DE VACACIONES","Club de Vacaciones","Ejecutivo Comercial","Ventas - Comercial","Hace 5 días ","Bienvenido/a a Nuestro Club de Vacaciones! Una vez que ingresas tu función es recomendar el Club de Vacaciones (No Es Empleo) Te brindaremos todas las Form ...","https://trabajo.gallito.com.uy/anuncio/club-de-vacaciones-zezms","colonia",2019-10-17 16:10:35
"RECOMIENDA CRUCEROS","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","INGRESA A NUESTRO CLUB DE VIAJES EN CRUCEROS Y GANA DESDE $1.800 EN ADELANTE POR CADA RECOMENDACIÓN O $15.000 POR MES SUMATE Y VIAJA EN CRUCEROS, RECOMENDA ...","https://trabajo.gallito.com.uy/anuncio/recomienda-cruceros-3eda6","colonia",2019-10-17 16:10:35
"ENCARGADA/O DE TIENDA EN COLONIA","PARISIEN","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Seleccionamos Encargada/o de local comercial en el Departamento de Colonia. 
Orientamos nuestra búsqueda a personas dinámicas con gusto por la venta y la m ...","https://trabajo.gallito.com.uy/anuncio/encargada-o-de-tienda-en-colonia-vztjs","colonia",2019-10-17 16:10:35
"ENCARGADO PARA ESTABLECIMIENTO AGRÍCOLA- GANADERO EN ZONA DE SARANDÍ DEL YÍ","Importante empresa","Técnico / Especialista","Agroindustria","Hace 1 semana ","La persona será responsable de la ejecución del proyecto agrícola-ganadero con sistemas de producción intensiva con terminación en feedlot. - Profesionales ...","https://trabajo.gallito.com.uy/anuncio/encargado-para-establecimiento-agricola-ganadero-en-zona-de-sarandi-del-yi-45ee3","durazno",2019-10-17 16:10:35
"ADAPTACIÓN SISTEMA DE GESTIÓN PHP","PuntoCom Servicios Tecnológicos","Analista","Tecnologías de la información","Hace 3 semanas ","Conectar con webservices de factura electrónica un sistema en PHP. a convenir.","https://trabajo.gallito.com.uy/anuncio/adaptacion-sistema-de-gestion-php-p2qhd","interior",2019-10-17 16:10:35
"ENCARGADO","CONSULTORA EMPRESARIAL","Supervisor / Encargado","Ventas - Comercial","Hace 1 semana ","ACREDITADA MARCA DE PRODUCTOS ARTESANALES, CAFETERÍA Y COMIDAS GOURMET Liderazgo, conducción, compromiso, dinámico y ejecutivo, promoviendo Actitud y Servi ...","https://trabajo.gallito.com.uy/anuncio/encargado-a8qd4","maldonado",2019-10-17 16:10:35
"ATENCIÓN TECNICA AL CLIENTE (MALDONADO)","","Técnico / Especialista","Tecnologías de la información","Hace 1 semana ","Soporte al cliente mediante vías de comunicación (chat, tickets de soporte y teléfono)
Asistencia al cliente en el uso y funcionamiento de los servicios ad ...","https://trabajo.gallito.com.uy/anuncio/atencion-tecnica-al-cliente-maldonado-hgpde","maldonado",2019-10-17 16:10:35
"MÉCANICO CON CONOCIMIENTOS DE ELECTRÓNICA PARA MALDONADO","RH Maldonado","Técnico / Especialista","Producción","Hace 1 mes ","Se busca medio oficial mecánico para taller automotriz de mecánica ligera. Conocimiento de electrónica imprescindible. La localización del cargo es en MALD ...","https://trabajo.gallito.com.uy/anuncio/mecanico-vth83","maldonado",2019-10-17 16:10:35
"REVENUE MANAGER","The Grand Hotel - Punta del Este","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Ser una persona metódica, paciente, analítica y organizada.
Tener Capacidad de comprensión y buen poder de resolución.
Conocimiento de mercado interior y e ...","https://trabajo.gallito.com.uy/anuncio/agente-de-ingresos-a8nu3","maldonado",2019-10-17 16:10:35
"VENDEDOR ASESOR TÉCNICO DE OBRA","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Venta a domicilio con entrevistas previamente concertadas, revisitas al final de la obra para lograr ampliaciones y obtener recomendaciones, llamadas a pot ...","https://trabajo.gallito.com.uy/anuncio/vendedor-asesor-tecnico-de-obra-sauns","maldonado",2019-10-17 16:10:35
"ODONTOLOGO GRAL Y ODONTOLOGO CON ESTUDIOS EN ORTODONCIA","Consultorio Odontologico","Profesional","Salud","Hace 15 horas ","Odontología general
Ortodoncia - insalación, control y seguimiento Responsabilidad inherente al acto de salud y trato con paciente.","https://trabajo.gallito.com.uy/anuncio/odontologo-gral-y-odontologo-con-estudios-en-ortodoncia-n583v","maldonado",2019-10-17 16:10:35
"MUCAMAS/OS CON EXPERIENCIA EN HOTELERÍA (PARA PUNTA DEL ESTE)","Grupo Bayton","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 día ","Se desempeñará en forma eventual.
• Limpieza de las habitaciones del hotel
• Realizar tareas de áreas públicas Nos encontramos en la búsqueda de personal,  ...","https://trabajo.gallito.com.uy/anuncio/mucamas-os-con-experiencia-en-hoteleria-para-punta-del-este-smuyb","maldonado",2019-10-17 16:10:35
"VENDEDOR VIAJERO","  ","Ejecutivo Comercial","Ventas - Comercial","Hace 1 día ","Buscamos Ejecutivos Comerciales para desempeñarse en los departamentos de;
– Maldonado, Rocha y Lavalleja.

La posición implica desarrollar la cartera de c ...","https://trabajo.gallito.com.uy/anuncio/vendedor-viajero-dhmnh","maldonado",2019-10-17 16:10:35
"HOTELERIA Y GASTRONOMIA","Importante empresa de Punta del Este","Auxiliar","Atención al cliente","Hace 1 semana ","Empresa de Hoteleria y Gastronomia de Punta del Este selecciona personal para todas sus areas, temporada 2019-2020 Tareas acorde al cargo","https://trabajo.gallito.com.uy/anuncio/hoteleria-y-gastronomia-3ht6s","maldonado",2019-10-17 16:10:35
"TÉCNICO INSTALADOR SUPLENCIA VARIAS LOCALIDADES MALDONADO","Consultora Human Phi","Oficial","Servicios - Oficios","Hace 1 semana ","Seleccionamos Técnico Instalador - Suplencia para Maldonado:  Piriápolis, La Barra y Portezuelo para empresa de telecomunicaciones que cumplan con el sigui ...","https://trabajo.gallito.com.uy/anuncio/tecnico-instalador-suplencia-varias-localidades-maldonado-g8rz4","maldonado",2019-10-17 16:10:35
"ENCARGADA/O DE TIENDA EN MALDONADO","PARISIEN","Supervisor / Encargado","Ventas - Comercial","Hace 3 semanas ","Seleccionamos Encargada/o de local comercial en el Departamento de Maldonado.

Orientamos nuestra búsqueda a personas dinámicas con gusto por la venta y la ...","https://trabajo.gallito.com.uy/anuncio/encargada-o-de-tienda-en-maldonado-2g6bh","maldonado",2019-10-17 16:10:35
"PORTERO/VALET PARKING","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 3 semanas ","Portero/Valet Parking, buena presencia, libreta profesional, horario flexible, idioma ingles y/o portugués, atender al publico, experiencia 2 años en hotel ...","https://trabajo.gallito.com.uy/anuncio/portero-valet-parking-snz7u","maldonado",2019-10-17 16:10:35
"RECEPCIONISTA/ANFITRIONAS - PUNTA DEL ESTE","Importante Empresa","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Anfitrionas y Recepcionistas, excelente presencia y dinamismo, experiencia minimum 2 años, idiomas ingles y portugués Summer 2020. Importante Hotel 

Ofrec ...","https://trabajo.gallito.com.uy/anuncio/recepcionista-anfitrionas-punta-del-este-uya7s","maldonado",2019-10-17 16:10:35
"BARMAN Y CAJEROS","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Barman cajero: con conocimientos de coctelería internacional, manejo de sistemas de cobranza, fundamental idiomas  ingles y portugués cocteleria internacio ...","https://trabajo.gallito.com.uy/anuncio/barman-y-cajeros-6rb7e","maldonado",2019-10-17 16:10:35
"MOZOS MOZAS","Importante empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Mozos/as  sala y bar: con conocimientos de hotelería , salón , bar , room service, minimum 2 años de experiencia
Idiomas inglés y portugués conocimiento en ...","https://trabajo.gallito.com.uy/anuncio/mozos-mozas-q56pr","maldonado",2019-10-17 16:10:35
"PANADERO","Importante empresa","Técnico / Especialista","Servicios - Oficios","Hace 3 semanas ","Experiencia minima de 5/6   años panadería  en restaurantes  o cadenas  hoteleras    . Buen conocimiento en  panadería lineas de pan  clásica & moderna   f ...","https://trabajo.gallito.com.uy/anuncio/panadero-y3t7q","maldonado",2019-10-17 16:10:35
"REPOSTERO/PASTELERIA","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Experiencia minima de 8/ 10 años en pastelería  de restaurantes  o cadenas  hoteleras    . Buen conocimiento en  pastelería  Internacional  & moderna con c ...","https://trabajo.gallito.com.uy/anuncio/repostero-pasteleria-6r3hj","maldonado",2019-10-17 16:10:35
"COCINERO","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Experiencia minima de 3/ 4  años en cocina de restaurantes  o hotels    . Buena disposición en trabajo en equipo buen  conocimiento de cocina fría & calien ...","https://trabajo.gallito.com.uy/anuncio/cocinero-vdane","maldonado",2019-10-17 16:10:35
"CHEF DE PARTIE FRIO Y CALIENTE","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Experiencia minima de 8/ 10 años en cocina de restaurantes  o cadenas  hoteleras    . Buen conocimiento de cocina   Internacional   & banquete . Capacidad  ...","https://trabajo.gallito.com.uy/anuncio/chef-de-partie-frio-y-caliente-8ybjp","maldonado",2019-10-17 16:10:35
"SOUS CHEF","Importante Hotel de Punta del Este","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Experiencia minima de 15 años en cocina de restaurantes  o cadenas  hoteleras local & internacional . Optimo  conocimiento de cocina  Internacional  creati ...","https://trabajo.gallito.com.uy/anuncio/sous-chef-mhjyn","maldonado",2019-10-17 16:10:35
"MATRIMONIO DE CASEROS","HART Management","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Se busca matrimonio de caseros con experiencia para Chacra/Posada en José Ignacio de 13 hectáreas. Con Olivares, Viñedo y pequeña bodega. Trabajo anual. 
F ...","https://trabajo.gallito.com.uy/anuncio/matrimonio-de-caseros-9zh49","maldonado",2019-10-17 16:10:35
"OPERARIO MÚLTIPLE","H. PETERSEN S.A - Caterpillar","Peon","Producción","Hace 3 horas ","Realizar el lavado de equipos y componentes, siguiendo las pautas de trabajo acordes a cada equipo y solicitud en tiempo y forma, velando por el buen cuida ...","https://trabajo.gallito.com.uy/anuncio/operario-multiple-zbmj5","montevideo",2019-10-17 16:10:35
