"puesto","ID","fechaScraping","empresa","barrioCiudad","dpto","area","puestos","jornada","detalles","subareas","requisitos","fpub","dia"
"Instalador herramienta de software","www.buscojobs.com.uy/instalador-herramienta-de-software-ID-167059",2019-03-28 15:46:17,"Softcargo",NA,"Montevideo","Atención al Cliente",1,"Completa","Instalación y configuración de software propietario para ambiente Windows para PC y/o Servidores. Debe tener al menos 3 años de experiencia en soporte técnico.","Atención al Cliente / Atención al Cliente
									
										Tecnologías de la Información / Administración de Base de datos
									
										Tecnologías de la Información / ERP/CRM
									
										Tecnologías de la Información / Hardware / Reparación PC
									
										Tecnologías de la Información / HelpDesk / Soporte Técnico
									
										Tecnologías de la Información / Operador Internet / Operador PC
									
										Tecnologías de la Información / Sistemas Operativos
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Actualización e Instalación de Software
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 18 Hasta 30 Años
							
							
							
								
							
						

						
					
					
				",2019-03-28,"jueves"
"Ejecutivo de Cuentas","www.buscojobs.com.uy/ejecutivo-de-cuentas-ID-167067",2019-03-28 15:46:17,"ProHygiene",NA,"Montevideo","Ejecutivo de Cuentas",1,"Completa","La misión del puesto es brindar soporte a los clientes y maximizar la rentabilidad de los mismos a través de la fidelización y desarrollo de una relación comercial de largo plazo.Buscamos personas con:•	Marcada vocación de servicio y atención al cliente•	Actitud positiva•	Escucha activa •	Dinamismo•	Capacidad resolutiva y negociadora•	Flexibilidad y capacidad de trabajo en equipo•	Experiencia en el manejo de sistemas de gestión•	Experiencia en atención al cliente, preferentemente telefónica, mínima de 1 año.Ofrecemos la oportunidad de ser parte de una excelente empresa, la cual ofrece perspectiva de desarrollo.","Comercio – Mercadeo – Ventas / Ejecutivo de Cuentas
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Análisis comercial
									
										Gestión de cuentas
									
										Marketing al consumidor
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 24 Hasta 40 Años
							
							
							
								
							
						

						
					
					
				",2019-03-28,"jueves"
"Vendedor para el Interior para Laboratorios Clínicos y Mutualistas","www.buscojobs.com.uy/vendedor-para-el-interior-para-laboratorios-clinicos-y-mutualistas-ID-167065",2019-03-28 15:46:17,"Zigel Ltda",NA,"Montevideo","Bioquímica",1,"Indiferente","Vistar y vender en Laboratorios Clínicos del  Interior, laboratorios,mutualistas y hospitales.Estudia la información de los productos de las representadas,Participar en cursos en el exterior de las representadas.Ofrecer los productos.Ir degira en los distintos Departamentos del Interior . Puede vivir en el Interior o Montevideo.Full time o part time. Automóvil propio se valorará,Sueldo fijo más comisiones más viáticos","Salud / Bioquímica
									
										Salud / Laboratorio
									
										Salud / Técnicos
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Laboratorista
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							Edad: Desde 30 Hasta 40 Años
							
							
							
								Sexo: Masculino
							
						

						
					
					
				",2019-03-28,"jueves"
"Vendedor para Laboratorio Veterinario","www.buscojobs.com.uy/vendedor-para-laboratorio-veterinario-ID-167060",2019-03-28 15:46:17,"(Confidencial)",NA,"Montevideo","Venta Agroindustria",1,"Completa","Orientamos nuestra búsqueda a personas con una fuerte orientación al área comercial, capacidad de relacionamiento interpersonal. Siendo valorado la experiencia en venta de productos veterinarios, ser egresado de la Facultad de Veterinaria o estudiantes avanzados de la misma.","Comercio – Mercadeo – Ventas / Venta Agroindustria
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Doctor en Veterinaria
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 25 Hasta 45 Años
							
							
							
								
							
						

						
					
					
				",2019-03-28,"jueves"
"Analista para Liquidación de Sueldos","www.buscojobs.com.uy/analista-para-liquidacion-de-sueldos-ID-167029",2019-03-28 15:46:17,"Curbelo & Cianci Consultores",NA,"Montevideo","Administración de Empresas",NA,"Completa","La PersonaOrientamos la búsqueda a personas con formación terciaria en el área de relaciones laborales, administración, o similar, con amplios conocimientos en Gestión de Nómina.Sólida experiencia en liquidación de sueldos., BPS, MTTS, BSE, entre otros (No menor a 4 años en empresas de gran porte o Estudios Contables).Amplio dominio de Excel.Procuramos persona ordenada y detallista, con capacidad de aprendizaje (que se mantenga actualizada de la normativa laboral), muy buen relacionamiento interpersonal, dinámica, tolerancia a la presión, con vocación de servicio.ResponsabilidadesTendrá como principal responsabilidad la liquidación de nómina, realización de contratos, altas y bajas al BPS, control de asistencias, registros de novedades, asistir al cliente interno ante consultas, tareas inherentes a la gestión de personas.La EmpresaImplica incorporarse a reconocida empresa industrial con más de 500 colaboradores, que ofrece posibilidades de desarrollo, estabilidad laboral y constantes desafíos.Horario: Lunes a viernes 9 a 18 hs.","Administración – Secretariado / Administración de Empresas
									
										Administración – Secretariado / Auxiliar Administrativo
									
										Administración – Secretariado / Liquidación de Sueldos
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Liquidación de Sueldos
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-03-27,"miércoles"
"ASESOR ACADEMICO con experiencia","www.buscojobs.com.uy/asesor-academico-con-experiencia-ID-167023",2019-03-28 15:46:17,"FUNIBER Uruguay","Montevideo","Montevideo","Venta de Servicios",2,"Completa","•Difusión y asesoría académica de programas de estudio a potenciales alumnos. •Entregar información clara, concisa y detallada a potenciales alumnos sobre los programas académicos de interés y sistema de estudios.•Contactar y dar seguimiento continuo a personas que han expresado su deseo de postular a una beca de estudios de postgrado con universidades extranjeras en modalidad distancia (online). El medio de contacto será electrónico, telefónico y presencial.•Tener argumentos técnicos/académicos sólidos que permitan orientar al posible alumno a matricularse.•Realizar seguimiento del proceso de aplicación a beca de estudio, admisión de estudiante hasta llegar a la matriculación del alumno. •Cumplir metas comerciales impuestas por su Líder de Departamento.","Comercio – Mercadeo – Ventas / Venta de Servicios
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Venta de servicios
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 28 Hasta 35 Años
							
							
							
								
							
						

						
					
					
				",2019-03-27,"miércoles"
"Coordinador/a de Marketing SR","www.buscojobs.com.uy/coordinadora-de-marketing-sr-ID-167017",2019-03-28 15:46:17,"Chic Parisien",NA,"Montevideo","Diseño de Indumentaria",NA,"Completa","Si te apasiona el mundo de la moda, estás sumergida/o en la era digital, tienes experiencia liderando equipos y quieres ser parte de una de las empresas de retail más importante de nuestro país, ¡ésta oportunidad es para vos! Buscamos que vibres con un espíritu cargado de dinamismo, creatividad, una importante cuota de iniciativa, planificación, organización y te enfoques con excelencia y adaptabilidad a los cambios y desafíos.Tus principales responsabilidades serán:•	Elaboración y estrategias del plan anual de Marketing.•	Asistencia en la elaboración del presupuesto anual del departamento. •	Planificación y lineamiento de la comunicación y promociones de mailings de la marca.•	Supervisión al área de Ecommerce.•	Propuestas y planificación activa de planes de mejora.•	Supervisión, coordinación y armado para diferentes medios de comunicación. Requisitos: •	Formación universitaria en Marketing, Comunicación o Publicidad. •	Conocimientos de marketing digital y herramientas para su medición (altamente valorado).•	Excelente redacción oral y escrita.Se valorara: •	Experiencia en agencia de publicidad en roles de ejecutivos de cuenta. •	Diseño gráfico, Photoshop e Ilustrator.•	Dominio del idioma inglés a nivel intermedio.•	Formación/marcado gusto por la moda.","Diseño – Decoración / Diseño de Indumentaria
									
										Diseño – Decoración / Diseño Gráfico
									
										Diseño – Decoración / Diseño Web
									
										Marketing – Publicidad / Investigación de Mercados
									
										Marketing – Publicidad / Marketing
									
										Marketing – Publicidad / Promociones
									
										Marketing – Publicidad / Publicidad
									
										Marketing – Publicidad / RRPP y Eventos
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Diseño Digital
									
										Diseño Gráfico
									
										Análisis de Datos
									
										Publicidad
									
										Diseño de Moda
									
										Redes Sociales
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-03-27,"miércoles"
"Encargado/a para Tienda de Indumentaria","www.buscojobs.com.uy/encargadoa-para-tienda-de-indumentaria-ID-167011",2019-03-28 15:46:17,"Ta-Ta","Salto","Salto","Atención al Cliente",1,"Completa","Tiendas BASOrientamos la búsqueda a personas dinámicas y proactivas con marcado perfil comercial y de liderazgo que quieran incorporarse a una importante empresa en constante crecimiento. Será responsable de la gestión integral del local, liderando al equipo hacia el cumplimiento de los objetivos comerciales y el presupuesto asociado, garantizando el cumplimiento de las políticas y valores que promueven y caracterizan a la Compañía. Principales responsabilidades: - Impulsar la gestión del local a través del diseño y planificación de las actividades correspondientes. - Realizar el análisis y evaluación de resultados. - Liderar, capacitar y desarrollar equipos de trabajo. Requisitos:Secundaria completa.Cursos relacionados a administración de empresas y atención al cliente (deseable).Experiencia mínima de 3 años en cargos de similar responsabilidad en locales de indumentaria. Competencias requeridas: Liderazgo, trabajo en equipo, orientación al cliente interno y externo, negociación y visión estratégica.Si te interesa formar parte de una importante empresa del rubro textil en plena expansión, con posibilidades de crecimiento y donde podrás contar con una excelente experiencia laboral, te invitamos a postularte a la oferta.","Atención al Cliente / Atención al Cliente
									
										Comercio – Mercadeo – Ventas / Análisis de Negocios
									
										Comercio – Mercadeo – Ventas / Encargado de Local
									
										Comercio – Mercadeo – Ventas / Supervisión de Equipos
									
										Comercio – Mercadeo – Ventas / Venta de Indumentaria
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Administración
									
										Stocks e inventarios de mercaderías
									
										Logística de ventas
									
										Supervisión
									
										atención al cliente
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 25 Hasta 70 Años
							
							
							
								
							
						

						
					
					
				",2019-03-27,"miércoles"
"Auxiliar Administrativo para Agencia Marítima","www.buscojobs.com.uy/auxiliar-administrativo-para-agencia-maritima-ID-167006",2019-03-28 15:46:17,"(Confidencial)","Montevideo","Montevideo","Auxiliar Administrativo",1,"Completa","- Orientamos la búsqueda a personas con formación en Administración,   estudiante intermedio en  UTU, EDA o facultad de CCEE para   incorporarse a una Empresa Comercial.- Deberá tener conocimientos en Microsoft Office- Nivel Inglés: Intermedio- Perfil laboral: persona ordenada, práctica, metódica con excelente   relacionamiento interpersonal.- Las principales tareas serán: facturar, atender reclamos, confeccionar   notas de crédito entre otras.- Se valorará contar con conocimientos de Agencia Marítima (no   excluyente)","Administración – Secretariado / Auxiliar Administrativo
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Administración
									
										Microsoft Office
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-03-27,"miércoles"
"Asistente de producción y comunicación de moda","www.buscojobs.com.uy/asistente-de-produccion-y-comunicacion-de-moda-ID-167005",2019-03-28 15:46:17,"Chic Parisien",NA,"Montevideo","Diseño de Indumentaria",NA,"Completa","Si te apasiona el mundo de la moda, estás sumergida/o en la era digital y quieres ser parte de una de las empresas de retail más importante de nuestro país, ¡ésta oportunidad es para vos! Buscamos que vibres con un espíritu cargado de dinamismo, creatividad, una importante cuota de iniciativa y te enfoques con excelencia hacia los desafíos.Tus principales responsabilidades serán:•	Producción de contenidos de moda y creación de estilismos•	Asistencia en producciones de campañas, lookbooks y eventos de moda•	Búsqueda y actualización de tendencias•	Gestión de redes sociales.Requisitos: •	Formación en Comunicación, Moda, Publicidad o Marketing. •	Diseño gráfico, Photoshop e Ilustrator.•	Fotografía","Diseño – Decoración / Diseño de Indumentaria
									
										Diseño – Decoración / Diseño Gráfico
									
										Marketing – Publicidad / Desarrollo de Producto / Marca
									
										Marketing – Publicidad / Publicidad
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Diseño Gráfico
									
										Adobe Photoshop
									
										Diseño de Moda
									
										Fotografía
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-03-27,"miércoles"
