"puesto","ID","fechaScraping","empresa","barrioCiudad","dpto","area","puestos","jornada","detalles","subareas","requisitos","fpub","dia"
"Administrativo para Back Office","www.buscojobs.com.uy/administrativo-para-back-office-ID-171233",2019-07-31 04:38:24,"Curbelo & Cianci Consultores",NA,"Montevideo","Auxiliar Administrativo",NA,"Completa","La PersonaOrientamos la búsqueda a persona con formación técnica y experiencia en tareas administrativas. Procuramos que sea responsable, metódica, detallista, analítica y organizada, capaz de manejar diversas tareas en simultáneo.Requerimos experiencia en gestión de cobranzas telefónicas, manejo de sistemas administrativos/de gestión (preferentemente SAP Business One) y buen manejo de Excel.Serán valorados estudios en materia notarial y/o legal.ResponsabilidadesTendrá como principales responsabilidades realizar tareas de soporte:•	Carga de contratos de venta en el sistema•	Gestión de clientes morosos a través de contacto por teléfono•	Seguimiento de la cadena de documentación de ventas del negocio inmobiliario•	Coordinación de escrituraciones, digitalización de documentación, archivo, entre otras tareas administrativas.La EmpresaSe ofrece incorporarse a empresa  multinacional, que ofrece posibilidades  de crecimiento y de aprendizaje, en estimulante ambiente laboral.","Administración – Secretariado / Auxiliar Administrativo
								","
					
						
							
							
							Conocimientos: 
							
								Administración
								Estudio Mínimo Necesario: Secundaria Completa
						

						
					
					
				",2019-07-30,"martes"
"Acompañante de Enfermos","www.buscojobs.com.uy/acompanante-de-enfermos-ID-171122",2019-07-31 04:38:24,"(Confidencial)",NA,"Montevideo","Enfermería",NA,"Completa","Buscamos acompañantes de enfermos para la zona de Montevideo, Pando , Las Piedras y Costa de Oro.Requerimos:- Experiencia - Buena presencia- disponibilidad horariaOfrecemos: - Estabilidad laboral- Ingreso inmediato- Boletos gratuitos","Salud / Enfermería
										Salud / Medicina
										Salud / Medicina Alternativa
										Salud / Psicología
								","
					
						
							
							
							Conocimientos: 
							
								Servicio de acompañantes
										Enfermería
										Auxiliar en Enfermería
								Estudio Mínimo Necesario: Primaria Completa
							Edad: Desde 20 Hasta 70 Años
						

						
					
					
				",2019-07-30,"martes"
"Operador de Software - a término.","www.buscojobs.com.uy/operador-de-software-a-termino-ID-171232",2019-07-31 04:38:24,"(Confidencial)",NA,"Montevideo","Administración / Instalación de Redes",NA,"Completa","Orientamos la búsqueda a personas que se encuentren estudiando carreras técnicas (informática, sistemas, tecnología de la información o telecomunicaciones) para llevar a cabo tareas de análisis y configuración del sistema comercial para la implementación de nuevas ofertas o promociones de la empresa. Las principales tareas son:•	Creación de nuevas ofertas (planes, paquetes, descuentos, equipos, servicios).• Modificación de ofertas y promociones actuales.• Mantenimiento de precios de la oferta comercial.• Análisis de los nuevos requerimientos provenientes de las áreas de negocio.• Evaluación de alternativas para el mejor desarrollo de los nuevos productos.• Coordinación y seguimiento de implementaciones técnicas con otras áreas - proveedores.• Revisión de las configuraciones actuales.• Administrar el ciclo de vida de las ofertas.• Participación en otros proyectos que esté llevando adelante la empresa y en los cuales se necesite dar un soporte técnico en cuanto a productos/servicios.• Actualización de las herramientas de negocio correspondientes.Se valorará:  • Conocimiento de lenguaje SQL (Oracle SQL y MS SQL). • Manejo fluido de Inglés oral y escrito. • Experiencia previa en cargos analíticos y desarrollo o diseño de nuevos productos, servicios, aplicaciones web.Ofrecemos: •La posibilidad de trabajar en oficinas de primer nivel.•Buen ambiente laboral.•Distintos beneficios.Se trabajará de lunes a viernes de 9:00 a 18:00hs con contrato a término por 3 meses.","Tecnologías de la Información / Administración / Instalación de Redes
										Tecnologías de la Información / Administración de Base de datos
										Tecnologías de la Información / Análisis de Sistemas
										Tecnologías de la Información / HelpDesk / Soporte Técnico
										Tecnologías de la Información / Telecomunicaciones
										Tecnologías de la Información / Testing de Sistemas
								","
					
						
							
							
							Conocimientos: 
							
								Telecomunicaciones
										Ingeniería de Sistemas/Computación/Software
								Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 18 Hasta 30 Años
						

						
					
					
				",2019-07-30,"martes"
"EJECUTIVO DE VENTAS","www.buscojobs.com.uy/ejecutivo-de-ventas-ID-171216",2019-07-31 04:38:24,"(Confidencial)",NA,"Montevideo","Atención al Cliente",1,"Completa","Buscamos personas apasionadas por la venta, con ganas de crecer y permanecer en la empresa.Si te gusta trabajar bajo objetivos y tenes vocación de servicio al cliente, sumate a nuestro equipo de trabajo.Se espera del cargo: Captar nuevos clientes, ya sea presencialmente o telefónicamente.Es importante que la persona cuente con capacidad de venta, buen manejo de herramientas informáticas, capacidad para trabajar en equipo, pro activo, que sea una agente de cambio para la organización, comunicación fluida.Se ofrece:Buen ambiente de trabajo, distendido, capacitación en cuanto a productos de venta y herramientas informáticasSueldo base, más comisiones y premios por llegar a la meta de cada mes.SE SOLICITA DETALLAR ASPIRACIÓN SALARIAL.","Atención al Cliente / Atención al Cliente
										Comercio – Mercadeo – Ventas / Análisis de Negocios
										Comercio – Mercadeo – Ventas / Comercial / Ventas
										Comercio – Mercadeo – Ventas / Desarrollo de Negocios
										Comercio – Mercadeo – Ventas / Ejecutivo de Cuentas
								","
					
						
							
							
							Conocimientos: 
							
								CRM (Customer Relationship Management)
										Atención al Cliente
										Atención de Postventa
										Venta - Consumo masivo
								Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 26 Hasta 50 Años
						

						
					
					
				",2019-07-30,"martes"
"Ingeniero civil","www.buscojobs.com.uy/ingeniero-civil-ID-171230",2019-07-31 04:38:24,"Estilo Construcciones y servicios","Montevideo","Montevideo","Obras Civiles",2,"Completa","Nos encontramos en la búsqueda de personal para desempeñarse como Ingeniero civil.Las tareas se relacionan con la configuración, instalación y mantenimiento en tareas relacionadas a red de transmisión. La jornada laboral es de lunes a viernes 8hs diarias a cumplir entre las 07.00 a 19.00hs.Requisitos:- Titulo de Ingeniero Civil emitido por UDELAR o Institutos reconocidos por el MEC. - Experiencia comprobable de al menos 3 años como parte de proyectos de obra civil y/o montaje","Construcción – Arquitectura / Obras Civiles
								","
					
						
							
							
							Conocimientos: 
							
								Ingeniería Civil
								Estudio Mínimo Necesario: Terciario Completo
						

						
					
					
				",2019-07-30,"martes"
"Oficial armador de aberturas en aluminio","www.buscojobs.com.uy/oficial-armador-de-aberturas-en-aluminio-ID-171224",2019-07-31 04:38:24,"(Confidencial)","Montevideo","Montevideo","Producción",NA,"Completa","Seleccionamos para importante fabrica de aberturas en aluminiooficial - armador de aberturas ( excluyente)Con gran dominio de fabricación, corte y armado.","Industria – Producción / Producción
										Construcción – Arquitectura / Personal de Obra
								","
					
						
							
							
							Conocimientos: 
							
								Oficial de Cumplimiento
								Estudio Mínimo Necesario: Secundaria Completa
						

						
					
					
				",2019-07-30,"martes"
"Agente Servicio al Cliente","www.buscojobs.com.uy/agente-servicio-al-cliente-ID-171222",2019-07-31 04:38:24,"(Confidencial)",NA,"Montevideo","Atención al Cliente",1,"Completa","Seleccionamos, Agente de Servicio al Cliente.La búsqueda se orienta a  personas  apasionadas por  el Servicio al Cliente REQUISITOS:•	Secundaria completa (excluyente), se valorarán   estudios  relacionados  a  Marketing ,  Atención al Cliente, Comercio Exterior  o relacionados.•	Se valorará especialmente  experiencia laboral en Agencias de Viajes y/o Courrier.•	Excelente capacidad de comunicación, ya que atenderá clientes a través  de  diferentes canales, redes, mail, call center.•	Manejo paquete de office, valorándose  manejo de base de datos y Analitics.•	Trabajará con  autonomía, pero deberá seguir Procesos y Protocolos.•	Disponibilidad de trabajar 44 hs semanales, de lunes a sábados.Invitamos a postularse a  todas aquellas personas,que se identifiquen con el perfil solicitado","Atención al Cliente / Atención al Cliente
										Comercio – Mercadeo – Ventas / Comercio Exterior/Aduanas
								","
					
						
							
							
							Conocimientos: 
							
								Marketing al consumidor
										Telemarketing
										Comercio Internacional
								Idiomas: 
							
							Inglés
							Estudio Mínimo Necesario: Terciario Incompleto
						

						
					
					
				",2019-07-30,"martes"
"Pañolero Taller Maquinaria","www.buscojobs.com.uy/panolero-taller-maquinaria-ID-171223",2019-07-31 04:38:24,"TORNOMETAL",NA,"Montevideo","Venta Agroindustria",1,"Completa","Trabajo en el  pañol de taller de Maquinaria con repuestos de PlazaGestión y control de herramientas especialesGestión del Stock y Suministro de InsumosGestión de compras periódicas de insumosEntrega y registro de insumos al personal.","Comercio – Mercadeo – Ventas / Venta Agroindustria
										Industria – Producción / Mantenimiento Industrial
										Oficios – Servicios Varios / Mantenimiento General
										Oficios – Servicios Varios / Mecánica General
										Oficios – Servicios Varios / Mecánica Ligera
										Oficios – Servicios Varios / Mecánica Pesada
										Oficios – Servicios Varios / Metalúrgica / Tornería
								","
					
						
							
							
							Conocimientos: 
							
								Distribución, logística, depósito.
								Estudio Mínimo Necesario: Ciclo Básico Completo
							Edad: Desde 18 Hasta 40 Años
								Sexo: Masculino
						

						
					
					
				",2019-07-30,"martes"
"SUPLENCIA DE COORDINADOR/A ADMINISTRATIVO/A Y DE DESARROLLO","www.buscojobs.com.uy/suplencia-de-coordinadora-administrativoa-y-de-desarrollo-ID-171220",2019-07-31 04:38:24,"Centro Educativo Unidos por los niños","Montevideo","Montevideo","Administración Contable y Financiera",1,"Indiferente","Asociación civil Unidos por los niños, de la zona de Villa Española llama a interesados en cubrir una suplencia en el cargo de Coordinador Administrativo y de Desarrollo para la institución.Requisitos:- Más de 24 años cumplidos.- Bachillerato completo.- Estudiante de Contador, Administración o similar. - Indispensable capacidad de trabajo en equipo, planificación, orden en las tareas, proactividad e iniciativa.- Mínimo 2 años de experiencia en trabajo administrativo o similar.- Horario de trabajo: 28 horas semanales.Fecha de Contratación: 1/10/2019","Administración – Secretariado / Administración Contable y Financiera
										Atención al Cliente / Atención al Cliente
										Atención al Cliente / Telefonísta
								","
					
						
							
							
							Conocimientos: 
							
								Auxiliar Administrativo
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: 24 Años
						

						
					
					
				",2019-07-30,"martes"
"Estudiante /Ingeniero Mecánico o Producción","www.buscojobs.com.uy/estudiante-ingeniero-mecanico-o-produccion-ID-171221",2019-07-31 04:38:24,"(Confidencial)","Montevideo","Montevideo","Mecánica Industrial",NA,"Completa","Estudiante /Ingeniero Mecánico o Producción para ente público.Tareas:Configuración, instalación y mantenimiento en tareas relacionadas a red de trasmisión con cargo de supervisión, apoyo técnico directo a la Gerencia de Sector y a las unidades de las distintas regionales.","Industria – Producción / Mecánica Industrial
								","
					
						
							
							
							Conocimientos: 
							
								Mecánica
								Estudio Mínimo Necesario: Terciario Incompleto
						

						
					
					
				",2019-07-30,"martes"
