"puesto","ID","fechaScraping","empresa","barrioCiudad","dpto","area","puestos","jornada","detalles","subareas","requisitos","fpub","dia"
"PHP, C#, QA Automation, JAVA, Javascript developers","www.buscojobs.com.uy/php-c-qa-automation-java-javascript-developers-ID-166390",2019-03-14 01:56:25,"Switch Software Solutions","Montevideo","Montevideo","Análisis de Sistemas",NA,"Completa","Currently we have several open job vacancies (C#, JAVA, Javascript, QA Automation, PHP and others), if you think that your profile could fit, go to our job portal so you can know more: https://switch.hiringroom.com/jobsBENEFITS:Refunds for training, courses, certifications.Free access to e-learning platforms.Office with Chill-Out room with Play Station and patio with barbecue. In our kitchen you will always find fruits, yerba and coffee.Excellent work environment, in a horizontal organization where the friendship and collaboration are promoted.Celebrations: birthdays, special dates, family day etc. We are always looking for an excuse to join the team and celebrate.Transportation allowance according to work location.","Tecnologías de la Información / Análisis de Sistemas
									
										Tecnologías de la Información / Calidad de Sistemas
									
										Tecnologías de la Información / Programación
									
										Tecnologías de la Información / Seguridad Informática
									
										Tecnologías de la Información / Testing de Sistemas
									
										Tecnologías de la Información / Desarrollo
									
										Tecnologías de la Información / Android
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Procedimientos de QA
									
										C#
									
										Java
									
										JavaScript
									
										PHP
									
										Python
									
										Programación
									
										AngularJs 1.X
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-03-13,"miércoles"
"Aux. Administrativo/a (suplencia hasta Dic´19)","www.buscojobs.com.uy/aux-administrativoa-suplencia-hasta-dic19-ID-166369",2019-03-14 01:56:25,"(Confidencial)","Montevideo","Montevideo","Administración de Empresas",1,"Completa","Seleccionamos para importante empresa Importadora, Aux. Administrativo/a que cuente con formación y/o conocimientos en Administración. Será requisito contar con buen manejo de herramientas informáticas, en especial Excel. Valorándose conocimientos de inglés.Los Objetivos del cargo implican desarrollar tareas de ingreso de comprobantes al sistema de gestión, análisis de cuentas, facturación, conciliaciones, manejo de caja chica, entre otras tareas afines al área administrativa.El puesto también deberá dar apoyo a la recepción y al área comercial asistiendo consultas de nuestros clientes internos y externos tanto forma personal como telefónica.La búsqueda está orientada a  personas dinámicas, responsables, con buena disposición para el trabajo en equipo","Administración – Secretariado / Administración de Empresas
									
										Administración – Secretariado / Facturación / Cobros / Pagos
									
										Administración – Secretariado / Administración Contable y Financiera
									
										Administración – Secretariado / Liquidación de Sueldos
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Auxiliar Administrativo
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: 23 Años
							
							
							
								
							
						

						
					
					
				",2019-03-13,"miércoles"
"Perfil Administrativo con énfasis en liquidación de haberes.","www.buscojobs.com.uy/perfil-administrativo-con-enfasis-en-liquidacion-de-haberes-ID-166423",2019-03-14 01:56:25,"Montevideo COMM",NA,"Montevideo","Auxiliar Administrativo",1,"Completa","Montevideo COMM selecciona para desempeñarse en el departamento de Administración en sus oficinas ubicadas en Parque Rodó.La persona seleccionada tendrá a su cargo la liquidación de haberes, gestión con BPS y actualización de la Planilla de Trabajo.Apoyará al equipo en tareas vinculadas a facturación, gestión de cobranza y otras  inherentes a la administración.La búsqueda se orienta a personas de espíritu joven, alegres y con las siguientes características y experiencias:- Gusto por la tecnología- Excelente manejo de herramientas informáticas, especialmente Excel- Experiencia en liquidación de sueldos en empresas organizadas (excluyente)- Experiencia en interacción con BPS, MTSS por altas, bajas de BPS y actualización de la Planilla de Trabajo- Conocimiento de la normativa vigente en liquidación de haberes- Ganas de aprender- ProactivaSerán competencias claves de la persona a incorporar:-Confidencialidad.-Foco en el detalle.-Iniciativa. -Trabajo en equipo.-Muy buena comunicación interpersonal.Nuestra propuesta:- Incorporarse a una empresa dinámica, reconocida en el mercado con un ambiente laboral dinámico, de confianza y compromiso.- Trabajar en equipo y en un entorno desafiante.- Remuneración acorde al cargo.Adjuntar CV y proponer entorno salarial.","Administración – Secretariado / Auxiliar Administrativo
									
										Administración – Secretariado / Facturación / Cobros / Pagos
									
										Administración – Secretariado / Administración Contable y Financiera
									
										Administración – Secretariado / Liquidación de Sueldos
									
										Recursos Humanos / Administración de Personal
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Liquidación de Sueldos
									
										Microsoft Outlook
									
										Microsoft Excel
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 24 Hasta 50 Años
							
							
							
								
							
						

						
					
					
				",2019-03-13,"miércoles"
"Ingeniero en Sistemas (o carrera similar)","www.buscojobs.com.uy/ingeniero-en-sistemas-o-carrera-similar-ID-166418",2019-03-14 01:56:25,"(Confidencial)","Montevideo","Montevideo","Análisis de Sistemas",NA,"Completa","La PersonaOrientamos la búsqueda a persona con formación en Ingeniería, Licenciatura en Informática- Sistemas y/o carreras vinculadas.Experiencia en implementación de sistemas ERP en empresas de gran porte  (excluyente). Se valorarán conocimientos en Nodum y SAP.Procuramos persona con capacidad de  iniciativa, alta capacidad analítica, con interés por el desarrollo de los sistemas informáticos, buen relacionamiento interpersonal,  facilidad para interpretar las necesidades del cliente interno.ResponsabilidadesIdentificar las necesidades de los clientes internosOficiar de nexo entre usuarios y desarrolladores.Elaborar informes relativos a su área de trabajoColaborar en las especificaciones de requerimiento de nuevas aplicaciones y soluciones de los mismos.Brindar soluciones para la mayor efectividad del sistema, entre otros.La EmpresaLa propuesta implica incorporarse a empresa multinacional en proceso de crecimiento, con amplias posibilidades de desarrollo.","Tecnologías de la Información / Análisis de Sistemas
									
										Tecnologías de la Información / Calidad de Sistemas
									
										Tecnologías de la Información / Consultoría
									
										Tecnologías de la Información / ERP/CRM
									
										Tecnologías de la Información / Testing de Sistemas
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Ingeniería de Sistemas
									
										Ingeniería en Computación
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-03-13,"miércoles"
"Full Stack .Net developer","www.buscojobs.com.uy/full-stack-net-developer-ID-166363",2019-03-14 01:56:25,"(Confidencial)","TresCruces","Montevideo","Administración / Instalación de Redes",1,"Completa","Nos encontramos en la búsqueda de un perfil desarrollador Full Stack con sólidos conocimientos en .Net.  (Estudiante avanzado o egresado de carreras de sistemas). Aptitudes Técnicas: Estudiante de Analista / licenciatura o Ingeniería de computación. Se requiere conocimiento de desarrollo .NET y SQL Server. Se valorará conocimiento de HTML, Javascript, Bootstrap, Bases de Angular y/o React, Servicios RESTful, necesidad por hacer sistemas performantes. Es imprescindible contar con al menos 3 años de experiencia, buena disposición a trabajar en equipo, capacidad de análisis y compromiso. La persona trabajará en un ambiente dinámico participando en todas las etapas de creación del código. Ofrecemos estabilidad y  posibilidad de crecimiento y capacitación constante.Tareas a realizar:-	Documentar y realzar el análisis de requerimientos. -	Desarrollar las funcionalidades solicitadas.-	Documentar el código generado.-	Realizar pruebas Unitarias.-	Corrección de incidentes reportados. Para postularse adjuntar CV, referencias profesionales y aspiraciones salariales (excluyente).","Tecnologías de la Información / Administración / Instalación de Redes
									
										Tecnologías de la Información / Análisis de Sistemas
									
										Tecnologías de la Información / Programación
									
										Tecnologías de la Información / Seguridad Informática
									
										Tecnologías de la Información / Desarrollo
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Visual Studio .NET
									
										Visual Basic .NET
									
										ADO.NET
									
										ASP.NET
									
										Microsoft .NET
									
										Asp.NET MVC 4+
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-03-13,"miércoles"
"Jefe de Obra","www.buscojobs.com.uy/jefe-de-obra-ID-166406",2019-03-14 01:56:25,"(Confidencial)",NA,"Montevideo","Construcción",1,"Completa","Jefe de Obra con más de 5 años de experiencia en obras de infraestructura. Preferentemente en redes de agua, saneamiento y estructuras de hormigón armado.Manejo de Software de Gestión y Office.Se requiere planificar, gestionar y controlar la realización de la obra a su cargo de acuerdo a los objetivos económicos, de calidad, seguridad y de cumplimiento de plazos previstos.","Construcción – Arquitectura / Construcción
									
										Construcción – Arquitectura / Obras Civiles
									
										Construcción – Arquitectura / Personal de Obra
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Ingeniería Civil
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							Edad: Desde 28 Hasta 45 Años
							
							
							
								
							
						

						
					
					
				",2019-03-13,"miércoles"
"PROMOTORA/ES","www.buscojobs.com.uy/promotoraes-ID-166282",2019-03-14 01:56:25,"Global Exchange","Aeropuerto","Canelones","Cambio de Moneda",3,"Completa","Promotores para Aeropuerto de Carrasco.Turnos disponibles:Horario nocturno de 14 a 22.Horario matutino de 06 a 14.Horario vespertino de 14 a 22.Turno combinado dos  días de 06 a 14 y dos días de 14 a 22.El régimen de descanso es rotativo dos días libres cada cuatro de trabajo.La personas deberá contar con vocación por la excelencia en atención al cliente, gusto por el trato con el público, capacidad de convencimiento, actitud positiva y ser muy activo/a.Se encargará de captar a los clientes y trabajará alineado a la consecución de los objetivos de su turno.“¿Eres una persona proactiva a quien le gusta hacer las cosas bien a la primera?¿Te apasionan las ventas?¿Sientes verdadera obsesión por un excelente trato al cliente?¿Hablas inglés, u otros idiomas?¿Quieres trabajar en una empresa que apueste por tu desarrollo y te ayude a llegar muy lejos?Si has contestado con un SÍ en todas ellas, entonces te buscamos a TI. Seleccionamos a los mejores profesionales en el sector de cambio de moneda, buscamos personas con iniciativa, rigurosas en su trabajo, con pasión por el trato al cliente y por ofrecerle los productos y servicios que más se ajusten a sus necesidades.¿Quiénes somos?Somos una multinacional con más de 21 años de experiencia. Desde nuestra creación no hemos parado de crecer hasta convertirnos en la tercera empresa más importante del sector de cambio de moneda. Nos apasiona lo que hacemos y el cliente es el centro de nuestro negocio.¿Qué te ofrecemos?Desarrollar tu carrera en un entorno internacional y con posibilidades reales de desarrollar tu carrera de forma internacional (O EN EL EXTRANJERO)Formar parte de una empresa en constante crecimiento e innovación, con tecnologías punteras y preocupadas por el desarrollo de nuestro capital humano.La posibilidad de utilizar los idiomas que conozcas de forma continuada.Un ambiente agradable, donde el trabajo en equipo es fundamental.Un trabajo orientado a los resultados y la consecución continúa de objetivos.¿Cómo será tu día a día como Cajero con nosotros?Asesoramiento directo y personalizado al Cliente","Banca – Servicios Financieros / Cambio de Moneda
									
										Comercio – Mercadeo – Ventas / Venta de Servicios
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Venta de servicios
									
										atención al cliente
									
								Idiomas: 
							
							Inglés
								
								Portugués
								
							Estudio Mínimo Necesario: Secundaria Completa
							
							
							
							
								
							
						

						
					
					
				",2019-03-13,"miércoles"
"Vendedor para Call Center","www.buscojobs.com.uy/vendedor-para-call-center-ID-166384",2019-03-14 01:56:25,"ZonaCall",NA,"Montevideo","Venta de Servicios",4,"Completa","BUSCAMOS A LOS MEJORES VENDEDORESExcluyente contar con experiencia comprobada en venta de servicios de TELEFONÍA CELULAR o de EMERGENCIA MÓVIL. Se valorara experiencia en ventas de servicios.Se valorará estudios en Marketing.Personas proactivas y competitivas a nivel comercial.Vendedores que logren la superación económica a través de las comisiones.OFRECEMOSSueldo básico más comisiones.Un excelente ambiente laboral.Capacitación permanente.Régimen horario 6 hs de Lunes a viernes y sábados rotativos.Turno Vespertino de 15 a 21 hs.","Comercio – Mercadeo – Ventas / Venta de Servicios
									
										Teletrabajo – Call Center / Call Center
									
										Teletrabajo – Call Center / Telemarketing
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Telemarketing
									
										Venta de servicios
									
										Call Center
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 25 Hasta 60 Años
							
							
							
								
							
						

						
					
					
				",2019-03-13,"miércoles"
"Vendedor Telefónico horario part time","www.buscojobs.com.uy/vendedor-telefonico-horario-part-time-ID-166366",2019-03-14 01:56:25,"CNT Uruguay","Montevideo","Montevideo","Call Center",10,"Indiferente","Somos un call center especializado en la comercialización de seguros y nos encontramos en la búsqueda de vendedores.Trabajamos para las principales compañías financieras del mercado.¿Qué buscamos?Personas de entre 21 hasta 50 años con ganas de superarse y crecer, necesitamos gente con energía, entusiasmo, y actitud emprendedora.¿Qué ofrecemos?Te damos la opción de trabajar part time en el horario de tu conveniencia (9:00 a 15:00 hs / 15:00 a 21:00 hs),y te ofrecemos un excelente nivel de remuneración sin tope en comisiones. Muy buen clima laboral.ADJUNTAR FOTO (EXCLUYENTE)","Teletrabajo – Call Center / Call Center
									
										Teletrabajo – Call Center / Telemarketing
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Telemarketing
									
										Venta de servicios
									
										Call Center
									
								Estudio Mínimo Necesario: Ciclo Básico Completo
							
							
							Edad: Desde 18 Hasta 60 Años
							
							
							
								
							
						

						
					
					
				",2019-03-12,"martes"
"Auditor IT Senior","www.buscojobs.com.uy/auditor-it-senior-ID-166310",2019-03-14 01:56:25,"KPMG",NA,"Montevideo","Análisis de Sistemas",1,"Completa","Implica incorporarse al equipo de trabajo de atención a clientes de la firma, realizando tareas de relacionadas a Auditoría de Sistemas de la Información. Los postulantesEstudiantes avanzados o Egresados de las carreas de Ingeniería o Licenciatura de Sistemas. Se valorará acreditaciones y experiencia en auditoría. Dominio de idioma Inglés.","Tecnologías de la Información / Análisis de Sistemas
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Auditoría de Sistemas
									
										Sistemas
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-03-12,"martes"
