"puesto","ID","fechaScraping","empresa","barrioCiudad","dpto","area","puestos","jornada","detalles","subareas","requisitos","fpub","dia"
"ENCARGADAS/CAJERAS Y VENDEDORAS PARA LOCALES EN SHOPPINGS Las Piedras","www.buscojobs.com.uy/encargadascajeras-y-vendedoras-para-locales-en-shoppings-las-piedras-ID-167741",2019-04-14 04:43:21,"(Confidencial)","LasPiedras","Canelones","Atención al Cliente",6,"Completa","Encargadas-cajeras y vendedoras/es con experiencia en ventas en locales comerciales . Requisitos:*Contar con secundaria completa*Experiencia en atención al cliente *Disponibilidad horaria y poder trabajar durante los fines de semana.*Adjuntar foto y aspiraciones económicas al curriculum.*Puede ser shoppings de Montevideo y Canelones","Atención al Cliente / Atención al Cliente
									
										Atención al Cliente / Recepción
									
										Atención al Cliente / Telefonísta
									
										Comercio – Mercadeo – Ventas / Análisis de Negocios
									
										Comercio – Mercadeo – Ventas / Venta de Indumentaria
									
										Diseño – Decoración / Diseño de Interiores
									
										Marketing – Publicidad / Desarrollo de Producto / Marca
									
										Atención al Cliente / Caja
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Caja y/o Facturación
									
										Logística y almacén
									
										Venta en mostrador
									
										Venta de productos en general
									
										Venta al por Menor
									
										Atención de Postventa
									
										Distribución, logística, depósito.
									
										Logística de ventas
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 24 Hasta 45 Años
							
							
							
								
									Sexo: Femenino
								
							
						

						
					
					
				",2019-04-13,"sábado"
"ENCARGADAS/CAJERAS Y VENDEDORES/A PARA LOCALES DE SHOP.COSTA URBANA","www.buscojobs.com.uy/encargadascajeras-y-vendedoresa-para-locales-de-shopcosta-urbana-ID-167740",2019-04-14 04:43:21,"(Confidencial)","Canelones","Canelones","Atención al Cliente",6,"Completa","Encargadas-cajeras y vendedoras/es con experiencia en ventas en locales comerciales. Requisitos:*Contar con secundaria completa*Experiencia en atención al cliente *Disponibilidad horaria y poder trabajar durante los fines de semana.* Se valorará que las postulantes residan en Ciudad de la Costa, Carrasco o zonas próximas.*Adjuntar foto y aspiraciones económicas al curriculum.","Atención al Cliente / Atención al Cliente
									
										Atención al Cliente / Recepción
									
										Atención al Cliente / Telefonísta
									
										Comercio – Mercadeo – Ventas / Análisis de Negocios
									
										Comercio – Mercadeo – Ventas / Encargado de Local
									
										Comercio – Mercadeo – Ventas / Venta de Indumentaria
									
										Diseño – Decoración / Diseño de Interiores
									
										Atención al Cliente / Caja
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Venta de productos en general
									
										Venta al por Menor
									
										Atención de Postventa
									
										Logística de ventas
									
										Merchandising
									
										atención al cliente
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 24 Hasta 40 Años
							
							
							
								
									Sexo: Femenino
								
							
						

						
					
					
				",2019-04-13,"sábado"
"Administrativa para backoffice de sector","www.buscojobs.com.uy/administrativa-para-backoffice-de-sector-ID-167738",2019-04-14 04:43:21,"Deloitte","Montevideo","Montevideo","Auxiliar Administrativo",NA,"Completa","Deloitte es una Firma líder en servicios de Auditoría, Consultoría, Outsourcing, Asesoramiento Impositivo y Legal y Asesoramiento Financiero. Nuestro equipo está formado por profesionales y técnicos de diversas especialidades.Buscamos administrativa, secretaria o estudiante avanzado del secretariado con experiencia como administrativa para brindar apoyo a unos de los sectores de la Firma. Las principales tareas a desempeñar serán:• Administración y seguimiento del sistema de Calidad y Riesgos utilizado en el sector.• Asistencia en la actualización de la intranet del sector.• Asistencia en la actualización de materiales de soporte.• Facturación y gestión de órdenes de compra de clientes cuando se requieren.• Controlar la existencia de contratos con cada cliente y monitorear los vencimientos de servicios recurrentes que requieren renovación. • Archivar.• Implementación de procesos administrativos eficientes. Deloitte promueve la igualdad de oportunidades para todos sus miembros, nuestra cultura valora el fortalecimiento de nuestras competencias a partir de la diversidad. Deloitte considera la Ley N° 19.691, decreto 73/019 en sus procesos de selección","Administración – Secretariado / Auxiliar Administrativo
									
										Administración – Secretariado / Secretaría
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Auxiliar Administrativo
									
										Secretariado
									
										Administración
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							
							
								
							
						

						
					
					
				",2019-04-13,"sábado"
"Auxiliar Administrativo Contable part time","www.buscojobs.com.uy/auxiliar-administrativo-contable-part-time-ID-167716",2019-04-14 04:43:21,"(Confidencial)",NA,"Montevideo","Administración de Empresas",NA,"Indiferente","Empresa ubicada en Montevideo, busca personal para desempeñarse como Auxiliar Administrativo Contable part time.La búsqueda se orienta a personas con estudios y experiencia demostrable en Administración y Contabilidad.Requisitos:-       Estudios a nivel de EDA o Similares.-       Buen manejo de herramientas informáticas (principalmente planillas electrónicas).-       Inglés.Competencias requeridas:-       Actitud de Responsabilidad.-       Habilidad analítica, criterio lógico, sentido común.-       Planificación y Organización.Horario: 4 horas.Enviar CV y aspiraciones salariales.","Administración – Secretariado / Administración de Empresas
									
										Administración – Secretariado / Auxiliar Administrativo
									
										Administración – Secretariado / Administración Contable y Financiera
									
										Contabilidad – Auditoría – Finanzas / Contaduría
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Administración Contable y Financiera
									
										Administración
									
										Microsoft Excel
									
										Operador PC
									
										Auxiliar Contable
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-04-12,"viernes"
"Product Owner","www.buscojobs.com.uy/product-owner-ID-167727",2019-04-14 04:43:21,"(Confidencial)",NA,"Montevideo","Desarrollo de Producto / Marca",NA,"Completa","El Product Owner tendrá a su cargo distintos canales digitales de comunicación masiva. Será el representante de todos los actores interesados en estos y asegurará su optimo rendimiento.   Deberá conocer el mercado y los comportamientos de los usuarios finales, y a partir del entendimiento de las necesidades del negocio, identificar oportunidades de mejora en los procesos de nuestros clientes. Realizará especificaciones de nuevas funcionalidades a ser implementadas por la Software Factory, y dará apoyo a los distintos equipos involucrados en el Ciclo de Vida del Desarrollo de Software. Tendrá la responsabilidad de analizar las nuevas tendencias del mundo digital, para así identificar innovaciones a ser aplicadas a los procesos existentes, asegurando su inclusión en todos los niveles de la organización en forma inocua. Coordinará la gestión del cambio en entornos multi complejos y apoyará en campañas de difusión internas y externas de alcance nacional.Conocimientos y experiencia:- Estudiante Universitarios avanzado o egresado - Elaboración de estrategias y análisis de datos. - Gestión de proyectos- Pasión por la Tecnología de la Información y las nuevas tendencias. - Proactividad y curiosidad - Coordinación de equipos multidisciplinariosSe valorará:- Contacto con la herramienta Genexus (no necesariamente a nivel de Desarrollo)- Metodologías ágiles- Conocimiento en distintos canales de consumo masivo","Marketing – Publicidad / Desarrollo de Producto / Marca
									
										Marketing – Publicidad / Investigación de Mercados
									
										Tecnologías de la Información / Business Intelligence (BI) / DataWarehousing
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Tecnologías de la Información
									
										Análisis de Datos
									
										Ciencias de la Comunicación
									
										Gestión de Proyectos
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-04-12,"viernes"
"Analista de Cobranzas","www.buscojobs.com.uy/analista-de-cobranzas-ID-167724",2019-04-14 04:43:21,"Paigo","Montevideo","Montevideo","Gestión de Morosos",1,"Completa","La Empresa:Se trata de una Fintech con modelo innovador, ubicada en Sinergia WTC.Objetivos Generales de Puesto:Gestionar las empresas de cobranzas tercerizadas. Asegurar el cumplimiento del plan de cobranzas, en lo relativo a:Ratios de efectividad en las cobranzas,Mejorar los procesos de mora preventiva y mora temprana.Las principales tareas serán las siguientes:Deberá ser el punto de contacto con las empresas tercerizadas que llevan a cabo la tareas de cobranza y recupero de activos, gestionando las mismas de manera eficaz.Estableciendo una planificación semanal/mensual de seguimiento bajo diferentes modalidades, como encuentros en post de mejorar el resultado y la priorización de la cartera de clientes.   Dentro de la gestión deberá definir y establecer los criterios para la asignación de las carteras de morosos a las distintas agencias contratadas. Elaborar y crear propuestas para mejorar los proceso internos actuales de la gestión de la cobranza, incrementando las interacciones y optimizando en tiempo y forma los resultados propuestos. Tus Cualidades y Requisitos:Estudiante de carreras como: contabilidad, administración de empresas,  o carrera afín.Orientado a la excelencia en atención al cliente.Manejo de herramientas informáticas (Excel) y de base de datos (SQL).Capacidad de negociación, proactividad, dinamismo.Excelente comunicación, tanto oral como escrita.","Cadetería - Cobranzas / Gestión de Morosos
									
										Atención al Cliente / Atención al Cliente
									
										Teletrabajo – Call Center / Call Center
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Gestión de Morosos
									
										Call Center
									
										atención al cliente
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 22 Hasta 35 Años
							
							
							
								
							
						

						
					
					
				",2019-04-12,"viernes"
"Analista de Business Intelligence","www.buscojobs.com.uy/analista-de-business-intelligence-ID-167723",2019-04-14 04:43:21,"Paigo","Montevideo","Montevideo","Economía",1,"Completa","La Empresa:Se trata de una Fintech con modelo innovador, ubicada en Sinergia WTC.Objetivos Generales de Puesto:Deberá generar y analizar la información del negocio y del comportamiento de clientes. Ayudar al cumplimiento del plan comercial. Las principales tareas serán las siguientes:Analizar grandes bases de datosParticipar en la definicio´n de las reglas de negocio y desarrollo de modelos de aprendizaje automa´tico.Generar herramientas para la visualizacio´n de datos.Apoyar en la ejecución de plan de campañas y obtención de objetivos.Apoyar en planificación mensual y semanal de las campañas comerciales.Coordinación con el área de Marketing de empresa.Participación en el diseño de productos.Tus Cualidades y Requisitos:Estudiante o egresado de carreras como: Economía, Estadística, Ingeniería de sistemas o Analista de Sistemas. Se valora contar con experiencia en análisis de datos y manejo de Tableau, R, MySQL.Manejo de herramientas informáticas (Excel).Contar con capacidad creativa y analítica, curiosidad, colaboración, compromiso, espíritu emprendedor.","Contabilidad – Auditoría – Finanzas / Economía
									
										Tecnologías de la Información / Administración de Base de datos
									
										Tecnologías de la Información / Business Intelligence (BI) / DataWarehousing
									
								","
					
						
							
							
							
							Conocimientos: 
							
								MySQL
									
										Microsoft Excel
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 20 Hasta 35 Años
							
							
							
								
							
						

						
					
					
				",2019-04-12,"viernes"
"Analista de Mesa de Control","www.buscojobs.com.uy/analista-de-mesa-de-control-ID-167712",2019-04-14 04:43:21,"RCI Latinoamerica S.A.","Zonamérica","Montevideo","Administración de Empresas",1,"Completa","Buscamos una persona para trabajar como Analista de Mesa de Control para nuestro departamento de Operaciones Tareas principales:• Generación de reportes y análisis de los principales indicadores operativos, buscando estrategias a nivel de resultados • Seguimiento en tiempo real del flujo de llamadas, asegurando los niveles de servicio requeridos• Coordinación y diagramación de horarios de los Guías• Actualización y control de los horarios e incidencias del Call Center en IEXRequisitos excluyentes:• Capacidad analítica (se evaluará)• Dominio de Excel (se evaluará)• Disponibilidad para trabajar de lunes a viernes de 13:00 a 21:00 horas• Disponibilidad para trabajar un sábado por medio de 9:00 a 16:00 horasCompetencias y habilidades valoradas:• Estudios Universitarios o Técnicos con perfil analítico• Proactividad• Capacidad de trabajo en equipo• Experiencia en tareas de control y análisis en empresas de servicio• Adaptabilidad a los cambios• Capacidad de trabajo bajo presión • Responsabilidad• Conocimientos de inglés• Confidencialidad","Administración – Secretariado / Administración de Empresas
									
										Contabilidad – Auditoría – Finanzas / Economía
									
										Teletrabajo – Call Center / Call Center
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Análisis de Datos
									
										Microsoft Excel
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-04-12,"viernes"
"Asesor Técnico - Instrumentos de laboratorio y ensayo","www.buscojobs.com.uy/asesor-tecnico-instrumentos-de-laboratorio-y-ensayo-ID-167669",2019-04-14 04:43:21,"(Confidencial)","Montevideo","Montevideo","Comercial / Ventas",1,"Completa","Asesor técnico para venta de equipos de laboratorio, ensayos de materiales y análisis químicos. Con perfil comercial (excluyente).","Comercio – Mercadeo – Ventas / Comercial / Ventas
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Ingeniería Química 
									
										Bioquímica
									
								Idiomas: 
							
							Inglés
								
								Español
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 25 Hasta 40 Años
							
							
							
								
							
						

						
					
					
				",2019-04-11,"jueves"
"Asesor Técnico - Equipos de medida","www.buscojobs.com.uy/asesor-tecnico-equipos-de-medida-ID-167668",2019-04-14 04:43:21,"Coasin Instrumentos S.A.","Montevideo","Montevideo","Comercial / Ventas",1,"Completa","Estudiante avanzado o profesional con conocimientos de electrónica, electricidad y mecánica y/o análisis de redes de datos para asesoramiento a clientes.  Con perfil comercial (excluyente)","Comercio – Mercadeo – Ventas / Comercial / Ventas
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Análisis de Redes
									
										Electricidad
									
										Electrónica
									
								Idiomas: 
							
							Inglés
								
								Español
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 25 Hasta 40 Años
							
							
							
								
							
						

						
					
					
				",2019-04-11,"jueves"
"Administrativa de Back Office para Dpto. Comercial (Suplencia)","www.buscojobs.com.uy/administrativa-de-back-office-para-dpto-comercial-suplencia-ID-167664",2019-04-14 04:43:21,"Curbelo & Cianci Consultores","Montevideo","Montevideo","Administración de Empresas",NA,"Completa","La Persona:Orientamos la búsqueda a joven con formación administrativa, marketing, comercial o similar, que habilite a acompañar los procesos administrativos y de gestión en asistencia a ventas. Asimismo se valorará conocimientos en el manejo de Redes Sociales, páginas Web, etc. Excelente dominio de herramientas informáticas.Requerimos persona proactiva, con capacidad para realizar variadas y múltiples tareas a la vez, con vocación de servicio y amabilidad para la atención al cliente.Procuramos experiencia en cargos de similares características.Responsabilidades:Realizará la asistencia al Dpto. Comercial en todas sus funciones.La EmpresaImplica la oportunidad de integrarse a grupo empresarial en permanente proceso de expansión, en estimulante ambiente laboral, con nivel de remuneración competitivo en el mercado.Se ofrece período de 4 a 6 meses para cubrir licencia maternal.","Administración – Secretariado / Administración de Empresas
									
										Administración – Secretariado / Auxiliar Administrativo
									
										Administración – Secretariado / Secretaría
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Atención Telefónica y/o Recepción
									
										Administración
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							
							
								
							
						

						
					
					
				",2019-04-11,"jueves"
