"puesto","ID","fechaScraping","empresa","barrioCiudad","dpto","area","puestos","jornada","detalles","subareas","requisitos","fpub","dia"
"Estudio Juridico Asistente Administrativo part time con inglés","www.buscojobs.com.uy/estudio-juridico-asistente-administrativo-part-time-con-ingles-ID-165182",2019-02-06 22:35:33,"(Confidencial)",NA,"Montevideo","Secretaría",1,"Medio turno mañana","Estudio jurídico busca Asistente Administrativo para integrar a su equipo en régimen part time (5 horas de lunes a viernes).Algunas de sus responsabilidades diarias incluyen: Manejo de correspondencia y correo electrónico en español e ingles y redacción de informes, reportes y otros documentos de acuerdo a los protocolos de la firma.Asistencia y puesta al día de documentos, asuntos, archivos y bases de datos.Manejo de vencimientos y plazos.Realizar las tareas necesarias para cumplir los requerimientos del puesto.Habilidades requeridas: Capacidad de organización y de realizar distintas tareas en forma eficiente un ritmo intenso.Atención a los detalles y habilidad para pensar y analizar situaciones y documentos en forma crítica y lógica. Manejo de prioridades y organización, capacidad de trabajar bajo presión tanto en forma individual como en equipo. Habilidades de comunicación oral y escrita.Dominio del idioma inglés idealmente  Proficiency o CAE.En caso de no tener experiencia previa se requiere  disposición y entusiasmo para aprender.Enviar aspiraciones salariales por 5 horas de lunes a viernes horario preferentemente matutino.Enviar foto y CV completo y detallado incluyendo referencias.","Administración – Secretariado / Secretaría
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Secretariado
									
										Abogacía
									
										Escribanía Pública
									
										Relaciones Internacionales
									
										Traductorado Público
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 18 Hasta 50 Años
							
							
							
								
							
						

						
					
					
				",2019-02-06,"miércoles"
"Persona con experiencia en venta de intangibles","www.buscojobs.com.uy/persona-con-experiencia-en-venta-de-intangibles-ID-165154",2019-02-06 22:35:33,"(Confidencial)","Colonia","Colonia","Comercial / Ventas",1,"Completa","Requisitos excluyentes:•	Bachillerato culminado•	Experiencia comprobable en ventas de cursos o intangibles equivalentes.•	Muy buena presencia.•	Disponibilidad horaria completa.•	Locomoción propiaCompetencias técnicas:•	Dominio de herramientas informáticas , Word, Excel, Corel, Internet, Diseño Gráfico y gestión de redes sociales, Venta de Servicios, Atención Postventa.•	Estudios en  Marketing  y/os Técnica de VentasSe valorará:•	Estudios terciarios•	Experiencia comprobable en ventas. Competencias de gestión:•	Excelente comunicación interpersonal para trabajar con público de nivel educativo terciario•	 Capacidad para trabajar en equipo•	Adaptabilidad y flexibilidad.•	 Iniciativa, dinamismo, compromiso y responsabilidad•	Orientación a resultados.","Comercio – Mercadeo – Ventas / Comercial / Ventas
									
										Comercio – Mercadeo – Ventas / Venta de Servicios
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Diseño Gráfico
									
										CorelDraw
									
										Microsoft Outlook
									
										Internet
									
										Venta de servicios
									
										Atención de Postventa
									
										Microsoft Excel
									
										Microsoft Word
									
										Redes Sociales
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 35 Hasta 50 Años
							
							
							
								
							
						

						
					
					
				",2019-02-06,"miércoles"
"Auxiliar de elaboración/Cajero","www.buscojobs.com.uy/auxiliar-de-elaboracioncajero-ID-165181",2019-02-06 22:35:33,"(Confidencial)",NA,"Montevideo","Atención al Cliente",NA,"Completa","¡Te invitamos a sumarte a un nuevo proyecto!Buscamos personas dinámicas, carismáticas, proactivas, con vocación de servicio al cliente y por sobre todo, con muchas ganas de ser parte de un nuevo proyecto.Si contas con bachillerato completo, manejo de inglés básico (no excluyente), formación y/o experiencia como Barista, conocimientos en Arte Latte (valorado) envíanos tu postulación.Dentro de las principales tareas se encuentran:•	Horneado de productos. •	Elaboración de Sándwiches•	Realizar inventario de insumos y reposición de los mismos•	Mantener la higiene de utensilios de cocina, equipos y área de servicio. •	Atención al cliente / venta •	Dar asistencia en tareas de caja•	Asistir en la elaboración de café, creación de nuevas y diferentes bebidas basadas en él y responsable de su presentación.•	Asistir en la apertura y cierre de caja","Atención al Cliente / Atención al Cliente
									
										Oficios – Servicios Varios / Panadería
									
										Turismo – Hotelería – Gastronomía / Servicio en Barra
									
										Turismo – Hotelería – Gastronomía / Gastronomía
									
										Atención al Cliente / Caja
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Caja y/o Facturación
									
										Servicio en Barra
									
										Venta de servicios
									
										Stocks e inventarios de mercaderías
									
										Panadería
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							
							
								
							
						

						
					
					
				",2019-02-06,"miércoles"
"Instalaciones","www.buscojobs.com.uy/instalaciones-ID-165179",2019-02-06 22:35:33,"C&M Seguridad Electrónica","Montevideo","Montevideo","Alarmas",1,"Completa","Ayudante dispuesto a realizar instalaciones de alarma, cámaras, cableados de red, etc.","Seguridad – Vigilancia / Alarmas
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Instalador de Alarmas
									
								Estudio Mínimo Necesario: Ciclo Básico Completo
							
							
							Edad: Desde 20 Hasta 40 Años
							
							
							
								Sexo: Masculino
							
						

						
					
					
				",2019-02-06,"miércoles"
"¡llegamos a San José! buscamos idoneo de Farmacia","www.buscojobs.com.uy/llegamos-a-san-jose-buscamos-idoneo-de-farmacia-ID-165178",2019-02-06 22:35:33,"Farmashop","SanJosédeMayo","SanJosé","Farmacia",NA,"Completa","¡Farmashop llega a San Jose! Postulate si:Tenés entre 22 y 60 años• Tenés el título de Idóneo en Farmacia habilitado (indispensable)• Tenés al menos 2 años de experiencia en dispensación de medicamentos (indispensable).• Tenés disponibilidad horaria para trabajar 8hs. ¿Cuáles van a ser tus tareas?• Dispensación de medicamentos en mostrador• Control de stock y recetas de psicofármacos• Colaborar con tareas de venta y atención al cliente• Colaborar con el mantenimiento y orden de la sucursal¿Por qué está bueno trabajar en Farmashop?• Tenemos programas de capacitación constante• Somos una empresa comprometida con nuestros colaboradores y su entorno• Y tenemos beneficios que van a encantarte!¡Farmashop te está esperando, sumate a nuestro equipo!","Salud / Farmacia
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Idóneo en Farmacia
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							
							
								
							
						

						
					
					
				",2019-02-06,"miércoles"
"Barista/Cajero","www.buscojobs.com.uy/baristacajero-ID-165180",2019-02-06 22:35:33,"(Confidencial)",NA,"Montevideo","Atención al Cliente",NA,"Completa","¡Te invitamos a sumarte a un nuevo proyecto!Buscamos personas dinámicas, carismáticas, proactivas, con vocación de servicio al cliente y por sobre todo, con muchas ganas de ser parte de un nuevo proyecto.Si contas con bachillerato completo, manejo de inglés básico (no excluyente), formación y/o experiencia como Barista, conocimientos en Arte Latte (valorado) envíanos tu postulación.Dentro de las principales tareas se encuentran:•	Elaboración de café, creación de nuevas y diferentes bebidas basadas en él y responsable de su presentación•	Realizar apertura y cierre de caja •	Realizar facturación de la venta del local•	Recepción, orden e ingreso de información al sistema de la empresa de documentos contables.•	Atención al cliente / venta","Atención al Cliente / Atención al Cliente
									
										Oficios – Servicios Varios / Panadería
									
										Turismo – Hotelería – Gastronomía / Servicio en Barra
									
										Turismo – Hotelería – Gastronomía / Gastronomía
									
										Atención al Cliente / Caja
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Caja y/o Facturación
									
										Servicio en Barra
									
										Venta en mostrador
									
										Venta de servicios
									
										Servicio al cliente
									
										Stocks e inventarios de mercaderías
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Secundaria Completa
							
							
							
							
								
							
						

						
					
					
				",2019-02-06,"miércoles"
"Ingeniero de Pre-Venta","www.buscojobs.com.uy/ingeniero-de-pre-venta-ID-165176",2019-02-06 22:35:33,"Deloitte.","Montevideo","Montevideo","Telecomunicaciones",1,"Completa","La posición tiene como principal objetivo, proveer soporte tecnológico a las operaciones comerciales de la empresa. Entre sus principales responsabilidades, se destacan: trabajar conjuntamente con el Gerente de Cuentas realizando análisis y evaluación del negocio; identificar soluciones para mejorar las oportunidades comerciales y de demanda; realizar propuestas técnicas, demos, pruebas de concepto y presentaciones; capacitar a los partners en nuevas tecnologías, así como también, detectar oportunidades de negocio y comunicarlas.Orientamos la búsqueda a egresados o estudiantes avanzados de Ingeniería en Telecomunicaciones, con inglés avanzado, y conocimientos de Networking y WiFi, valorándose contar con certificación CCNA Cisco o similar. Serán competencias clave de la persona a incorporar: pensamiento innovador; iniciativa; trabajo en equipo; orientación al cliente y buen relacionamiento interpersonal.Se trata de una interesante oportunidad para incorporarse a una sólida organización, que ofrece excelente clima laboral y salario acorde a las responsabilidades del cargo.","Tecnologías de la Información / Telecomunicaciones
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Ingeniería en Telecomunicaciones
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-02-06,"miércoles"
"DESARROLLADOR Y ANALISTA","www.buscojobs.com.uy/desarrollador-y-analista-ID-165170",2019-02-06 22:35:33,"(Confidencial)",NA,"Montevideo","Análisis de Sistemas",2,"Indiferente","Nuestra búsqueda se orienta a estudiantes ó egresados de las carreras de Ingeniería en Computación.Buscamos desarrolladores para 2 puestos vacantes de trabajo.Un puesto junior el cual puede ser part-time con flexibilidad horaria.Un puesto semi-senior horario completo (40 hs. semanales) con flexibilidad horaria.Será requisito excluyente poseer conocimientos de programación orientada a objetos y base de datos relacionales.Se valorarán conocimientos en:- HTML- C# .Net- Javascript y Ajax- SQL- Aplicaciones móviles- Sistemas de información geográficaOportunidad de participar en proyectos de mediano y gran porte.Posibilidad de crecimiento e interacción con profesionales de diversas áreas.Adjuntar aspiraciones de horario y salariales.","Tecnologías de la Información / Análisis de Sistemas
									
										Tecnologías de la Información / Gestión de Proyectos
									
										Tecnologías de la Información / Programación
									
										Tecnologías de la Información / Sistemas Operativos
									
										Tecnologías de la Información / Desarrollo
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Tecnologías de la Información
									
										Ingeniería de Sistemas
									
										Ingeniería en Software
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 20 Hasta 35 Años
							
							
							
								
							
						

						
					
					
				",2019-02-06,"miércoles"
"Técnico /electricista","www.buscojobs.com.uy/tecnico-electricista-ID-165156",2019-02-06 22:35:33,"(Confidencial)",NA,"Montevideo","Electricidad",1,"Completa","Orientamos la búsqueda a personas con marcada vocación de servicio, eficientes, que prioricen el buen ambiente laboral, aportando valor y espíritu positivo a la Empresa.Lugar de trabajo : todo el país con asiento en Montevideo.Requisitos :*Recibido de UTU .*Libreta de conducir*Carnet de saludDedicación : de lunes a viernes.","Oficios – Servicios Varios / Electricidad
									
										Tecnologías de la Información / Telecomunicaciones
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Electricidad
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 18 Hasta 25 Años
							
							
							
								Sexo: Masculino
							
						

						
					
					
				",2019-02-06,"miércoles"
"Jefe Medico para Planta Industrial","www.buscojobs.com.uy/jefe-medico-para-planta-industrial-ID-165169",2019-02-06 22:35:33,"Coca-Cola FEMSA de Uruguay",NA,"Montevideo","Medicina",1,"Completa","Nos encontramos en búsqueda de un Médico graduado con especialización en Medicina Laboral, que cuente con una experiencia mínima de 3 años en puesto similar adquirida en empresas o plantas industriales de gran dotación.Su misión será coordinar los planes de Medicina Laboral mediante acciones de evaluación, control, prevención y promoción de la salud de todos los empleados.Principales responsabilidades:* Gestionar los factores que puedan afectar la salud de los empleados y brindar asesoramiento a la Gerencia correspondiente.* Participar con la Oficina de Seguridad e Higiene Industrial y Salud Ocupacional en la prevención de accidentes laborales y enfermedades profesionales.* Reconocimientos médicos previos al ingreso, egreso o reingreso a la empresa.* Prevención sanitaria por programas obligatorios marcados por el MSP, MTSS y por normativa interna de la empresa.* Implementar programas de detección precoz de enfermedades en grupos de riesgo y realizar Campañas de vacunación.* Supervisión y seguimiento de todos los protocolos de enfermería a realizarse en la Sala de Primeros Auxilios.¿Cuáles son los requisitos de la posición?:* Médico especializado en Medicina Laboral (no excluyente ya que se valorarán otras especialidades)* Experiencia previa mínima de 3 años en el puesto adquirida en empresas o plantas industriales.* Disponibilidad full time.* Inglés intermedioLugar de trabajo: Montevideo, Uruguay.Es una excelente oportunidad para profesionales que quieran desarrollarse en una empresa de Primer Nivel, reconocida internacionalmente.Te ofrecemos interesantes condiciones de contratación, paquete de beneficios y desarrollo profesional.","Salud / Medicina
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Salud Ocupacional
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-02-06,"miércoles"
