"ID","puesto","empresa","dpto","ciudad","fecha","fecha_scraping","categorias","desc","resumen"
"https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de--fullstack-developer-mern-stack--con-experiencia-en-montevideo-3A835B652477690261373E686DCF3405"," Fullstack Developer MERN Stack  - Con Experiencia","Aliados","Montevideo","Montevideo","11 abril",2019-04-14 02:05:04,"Trabajos
                Montevideo
                Montevideo
                Informática / Telecomunicaciones
                Oferta de trabajo de  Fullstack Developer MERN Stack  - Con Experiencia
            ","
                        Descripción
                        Se trata de una excelente oportunidad para trabajar en empresa de software sólida, en crecimiento, que trabaja para clientes en el ambiente local y en el extranjero. Buscamos personas para el area de Desarrollo, que colaborarán desde las oficinas de Montevideo, con experiencia en desarrollo web o móvil, pro-activos, con habilidades interpersonales, que les guste trabajar en equipo y posean BIEN NIVEL de inglés. Se requiere experiencia con tecnologías MERN STACK, y se valorarán conocimientos en: - GraphQL - React / React Native - Mocha / Chai - NodeJS Se ofrece horario flexible, capacitación y un excelente ambiente laboral donde se trabaja con metodologías ágiles y las ultimas tecnologías. Desarrollo de Software Análisis y Arquitectura de las Soluciones Capacitación Constante Contacto con el Cliente
                    
                    Cantidad de Vacantes: 2
                    
                        Requerimientos
                        Educación Mínima: Educación Técnico/ProfesionalAños de experiencia: 2Idiomas: Inglés Edad: entre 20 y 40 añosDisponibilidad de Viajar: NoDisponibilidad de Cambio de Residencia: No
                ","
                    
                         Fullstack Developer MERN Stack
                
                
                    
                        Empresa
                        
                             Aliados
                    
                
                
                    Localización
                    
                        Montevideo, Montevideo
                
                
                    
                        Jornada
                        
                            Por Horas
                        
                    
                
                
                    
                        Tipo de contrato
                        
                            Contrato por tiempo indefinido
                        
                    
                
                
                    
                        Salario
                        
                            A convenir
                        
                    
                
                Enviar mi CV
            "
"https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de--personal-de-deposito-y-linea-de-produccion--para-empresa-lider-en-su-sector-en-montevideo-BDF94BEE578D86E661373E686DCF3405"," Personal de depósito y línea de producción  - Para empresa líder en su sector.","Aglh","Montevideo","Montevideo","29 marzo",2019-04-14 02:05:04,"Trabajos
                Montevideo
                Montevideo
                Producción / Operarios / Manufactura
                Oferta de trabajo de  Personal de depósito y línea de producción  - Para empresa líder en su sector.
            ","
                        Descripción
                        Orientamos la búsqueda a personas que cuenten con experiencia en tareas operativas en depósitos y/o plantas de producción. Realizará tareas de armado y preparación de pedidos. Así como también efectuará el movimiento, control  y reposición de mercadería. Será responsable por la gestión de stocks y reparto. 
                    
                    Cantidad de Vacantes: 1
                    
                        Requerimientos
                        Educación Mínima: Educación Básica SecundariaDisponibilidad de Viajar: NoDisponibilidad de Cambio de Residencia: No
                ","
                    
                         Personal de depósito y línea de producción
                
                
                    
                        Empresa
                        
                             Aglh
                    
                
                
                    Localización
                    
                        Montevideo, Montevideo
                
                
                    
                        Jornada
                        
                            Tiempo Completo
                        
                    
                
                
                    
                        Tipo de contrato
                        
                            Contrato por tiempo determinado
                        
                    
                
                
                    
                        Salario
                        
                            1.00 US$ (Neto mensual)
                        
                    
                
                Enviar mi CV
            "
"https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de--responsable-de-comercio-exterior-y-gestion-de-proveedores-en-montevideo-92139808B1828EC861373E686DCF3405"," Responsable de Comercio Exterior y Gestión de Proveedores","Cientochentagrados","Montevideo","Montevideo","18 marzo",2019-04-14 02:05:04,"Trabajos
                Montevideo
                Montevideo
                Informática / Telecomunicaciones
                Oferta de trabajo de  Responsable de Comercio Exterior y Gestión de Proveedores
            ","
                        Descripción
                        Nos encontramos en la búsqueda de Responsable de Comercio Exterior y Gestión de Proveedores para  prestigiosa empresa.Descripción del Puesto:Asistir a la compañía en el relacionamiento y comunicación con intermediarios en los mercados internacionales, gestionando los recursos necesarios, liderando la cultura de cumplimiento de los procedimientos asociados al sistema definido, manteniendo el alcance de los objetivos planteados por la empresa.Funciones Generales:Negociaciones con clientes extranjeros.Elaboración de Lista de Precios Coordinar órdenes de producción y entrega de pedidos a tiempo.Revisión y elaboración de facturas.Revisión de empaques de exportaciones verificando las actualizaciones pertinentes.Elaboración de informes y reportes solicitados por el nivel superior.Compras y gestión de proveedores.Trato con proveedores de servicios; como electricistas, sanitarios y demás servicios contratados para el funcionamiento del edificio. La persona deberá conseguir contactos, cotizaciones y analizar propuestas para luego resolver.Perfil del Cargo:Estudios en Comercio Exterior, Relaciones comerciales Internacionales o afines.Dos años de experiencia como mínimo.Conocimientos, Habilidades:Inglés.Aduana.Aranceles.Liderazgo.Comunicación.Negociación.Autonomía.Tolerancia para trabajar bajo presión.Sentido de urgencia.Se trabajará de Lunes a Viernes 8 hs. diarias pero la persona deberá contar con disponibilidad para asistir a reuniones con el CEO los días sábados de forma esporádica.  
                    Fecha de Contratación: 16/06/2019
                    Cantidad de Vacantes: 1
                    
                        Requerimientos
                        Educación Mínima: UniversidadAños de experiencia: 3Disponibilidad de Viajar: NoDisponibilidad de Cambio de Residencia: No
                ","
                    
                         Responsable de Comercio Exterior y Gestión de Proveedores
                
                
                    
                        Empresa
                        
                             Cientochenta grados
                    
                
                
                    Localización
                    
                        Montevideo, Montevideo
                
                
                    
                        Jornada
                        
                            Tiempo Completo
                        
                    
                
                
                    
                        Tipo de contrato
                        
                            Otro tipo de contrato
                        
                    
                
                
                    
                        Salario
                        
                            2,222.00 US$ (Neto mensual)
                        
                    
                
                Enviar mi CV
            "
"https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de--seeking-customer-service-specialist--in-german-dutch-and-norwegian-en-montevideo-D8420387B121FD1B61373E686DCF3405"," Seeking Customer Service Specialist  - in German, Dutch and Norwegian","TelecomNetworks","Montevideo","Montevideo","2 abril",2019-04-14 02:05:04,"Trabajos
                Montevideo
                Montevideo
                CallCenter / Telemercadeo
                Oferta de trabajo de  Seeking Customer Service Specialist  - in German, Dutch and Norwegian
            ","
                        Descripción
                        Seeking Customer Service Specialist in German, Dutch and Norwegian to work from Home.  WORKING HOURS: Sunday- Thursday from 3 am - 11 amOur growing retail business is looking for a skilled problem solver to join our team as a Customer Service Representative. We need enthusiastic individuals who can listen to customer service issues and then offer a unique and innovative solution to each problem. The successful candidates for this role will have a strong command of the company’s customer service policies, and be well-trained in product knowledge that can be critical for offering quick and accurate assistance to customers. Responsibilities will include:*Answering customer emails inquires regarding billing issues, product problems, service questions and general client concerns*Responsible for maintaining a high level of professionalism with clients and working to establish a positive rapport with every caller*Updating customer information in the customer service database*Working with the management team to stay updated on product knowledge and be informed of any changes in company policies*Impacting the company’s bottom line by problem solving and turning frustrated clients into repeat customersLanguage requirements: All Candidates must speak English as well as German, Norwegian or Dutch. We are looking forward to meeting you! 
                    
                    Cantidad de Vacantes: 5
                    
                        Requerimientos
                        Educación Mínima: Bachillerato / Educación MediaAños de experiencia: 2Idiomas: Noruego ,Inglés ,Alemán Disponibilidad de Viajar: NoDisponibilidad de Cambio de Residencia: No
                ","
                    
                         Seeking Customer Service Specialist
                
                
                    
                        Empresa
                        
                             TelecomNetworks
                    
                
                
                    Localización
                    
                        Montevideo, Montevideo
                
                
                    
                        Jornada
                        
                            Por Horas
                        
                    
                
                
                    
                        Tipo de contrato
                        
                            Otro tipo de contrato
                        
                    
                
                
                    
                        Salario
                        
                            A convenir
                        
                    
                
                Enviar mi CV
            "
"https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-account-assistant-en-montevideo-D2A3578772902E3761373E686DCF3405","Account Assistant","BunkerDB","Montevideo","Montevideo","2 abril",2019-04-14 02:05:04,"Trabajos
                Montevideo
                Montevideo
                Mercadotécnia / Publicidad / Comunicación
                Oferta de trabajo de Account Assistant
            ","
                        Descripción
                        Descripción:Buscamos incorporar a una persona proactiva, organizada, con marcada vocación de servicio y que tenga interés por el marketing digital para formar parte de una compañía  dedicada a brindar soluciones de analítica y marketing digital con visibilidad internacional. El cargo requiere conocimientos avanzados de inglés.Tareas:•	Agrupar y actualizar toda la información del cliente.•	Manejo de bases de datos y campañas de email marketing•	Categorizar contenido en redes sociales.•	Dar apoyo al equipo de Customer Success Management en todo lo referente a la atención de clientes.•	Armar reportes de status de clientes según necesidades de la compañía.Requisitos:•	Inglés: capacidad de comunicarse a nivel oral y escrito. •	Se valorarán conocimientos en portugués (no excluyente).•	Informática: buen manejo del paquete de Office (por sobre todo excel - operador intermedio).•	Se valorarán estudios en Comunicación y/o Marketing (no excluyente).Perfil:•	Productividad, organización y capacidad de priorizar.•	Gusto por el trabajo en equipo.•	Independencia de acción.
                    
                    Cantidad de Vacantes: 1
                    
                        Requerimientos
                        Educación Mínima: Bachillerato / Educación MediaDisponibilidad de Viajar: NoDisponibilidad de Cambio de Residencia: No
                ","
                    
                        Account Assistant
                
                
                    
                        Empresa
                        
                             BunkerDB
                    
                
                
                    Localización
                    
                        Montevideo, Montevideo
                
                
                    
                        Jornada
                        
                            Tiempo Completo
                        
                    
                
                
                    
                        Tipo de contrato
                        
                            Contrato por tiempo indefinido
                        
                    
                
                
                    
                        Salario
                        
                            A convenir
                        
                    
                
                Enviar mi CV
            "
"https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-account-manager-en-montevideo-3A9E9964B25F15B561373E686DCF3405","Account Manager","BairesDev","Montevideo","Montevideo","12 abril",2019-04-14 02:05:04,"Trabajos
                Montevideo
                Montevideo
                Informática / Telecomunicaciones
                Oferta de trabajo de Account Manager
            ","
                        Descripción
                        En BairesDev, una empresa de servicios de tecnología que emplea sólo el Talento Top 1% en América Latina, estamos buscando un Account Manager Senior para sumarse a nuestro equipo.Tu rol:Estarás encargado de la generación de nuevas oportunidades de negocios que incrementen la cartera de clientes, como así también trabajarás sobre la fidelización y mantenimiento de cuentas ya existentes.Qué buscamos:- Un mínimo de 5 años de experiencia previa en roles de venta consultiva - Graduados de carreras de comercialización, marketing o afines- Nivel de inglés bilingüe - Personalidad dinámica, proactiva, empática y de autogestión, con marcado perfil comercial y con capacidad para cerrar negocios Qué ofrecemos: Trabajarás con un equipo muy talentoso y apasionado en el que tu aporte será valioso para nuestros proyectos. Uno de nuestros valores fundamentales en BairesDev es reconocer que nuestros empleados son nuestro activo más valioso. Es por eso que ofrecemos: - Excelente salario y beneficios - Un entorno desafiante y enriquecedor- Amplias oportunidades de desarrollo - Posibilidad de trabajo remoto Si crees que es lo que buscas, no dudes en postularte! Si en este momento no estás en búsqueda de un nuevo desafío laboral, pero conoces a alguien que sería un buen candidato para esta posición, compartile este anuncio!BairesDev es la empresa de desarrollo de software con mayor crecimiento en toda la región (> 50% anual). Con más de 700 empleados trabajando en diversos proyectos alrededor del mundo entero, BairesDev se posiciona como una compañía líder en desarrollo de software. La empresa posee oficinas en las principales ciudades de Latinoamérica y USA. BairesDev recibe más de 145.000 nuevas postulaciones cada año, y tras un exhaustivo proceso de selección emplea solamente al top 1% más talentoso.La empresa ofrece un gran entorno de trabajo, donde sus empleados pueden destacarse y crecer como profesionales, trabajando en equipos multiculturales, con horarios flexibles y oportunidades de crecimiento ilimitadas.Si querés trabajar con los mejores profesionales y las mentes más brillantes de la industria IT, contactanos.
                    
                    Cantidad de Vacantes: 1
                    
                        Requerimientos
                        Educación Mínima: Educación Técnico/ProfesionalAños de experiencia: 4Idiomas: Inglés Disponibilidad de Viajar: NoDisponibilidad de Cambio de Residencia: No
                ","
                    
                        Account Manager
                
                
                    
                        Empresa
                        
                             BairesDev
                    
                
                
                    Localización
                    
                        Montevideo, Montevideo
                
                
                    
                        Jornada
                        
                            Desde Casa
                        
                    
                
                
                    
                        Tipo de contrato
                        
                            Otro tipo de contrato
                        
                    
                
                
                    
                        Salario
                        
                            A convenir
                        
                    
                
                Enviar mi CV
            "
"https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-account-manager-en-montevideo-507B33F7F8DF6A8761373E686DCF3405","Account manager","BunkerDB","Montevideo","Montevideo","2 abril",2019-04-14 02:05:04,"Trabajos
                Montevideo
                Montevideo
                Mercadotécnia / Publicidad / Comunicación
                Oferta de trabajo de Account manager
            ","
                        Descripción
                        Perfil:Buscamos una persona proactiva, con foco en la gestión de clientes y orientada a resultados, que desee formar parte de una compañía con visibilidad internacional, dedicada a brindar soluciones de analítica y marketing digital. La persona debe contar con experiencia en la atención de cuentas y con conocimientos de marketing digital.Descripción general:Será responsable de la gestión integral de los clientes de la compañía, siendo su meta principal generar relaciones duraderas con los clientes manteniéndolos satisfechos y brindándoles apoyo en todo momento.Tareas:•	Gestionar y realizar capacitaciones a los clientes en el uso de la plataforma, asegurándose que la implementación de la misma sea un éxito.•	Brindar apoyo a los clientes en la adopción de la plataforma.•	Asesorar y generar reportes que brinden insights a los clientes sobre sus estrategias en medios digitales.•	Realizar seguimiento constante a los clientes que se le asignen y apoyarlos realizando tareas de data support en caso que sea necesario.•	Detectar posibles oportunidades a nivel de negocio en los clientes actuales, haciéndolos crecer dentro de la compañía.•	Detectar mejoras dentro del producto con el fin de proponer cambios que permitan satisfacer las necesidades de los clientes.•	Realizar reportes semanales y mensuales sobre el status de cada cliente.•	Brindar apoyo al equipo de ventas.Requisitos: •	Experiencia en la atención de cuentas (mínimo 2 años).•	Habilidades de comunicación tanto oral como escrita.•	Habilidades para trabajar en equipo.•	Conocimiento en el área de marketing digital.•	Inglés avanzado: capacidad de comunicarse a nivel oral y escrito (excluyente).•	Se valorarán conocimientos en portugués (no excluyente).•	Disponibilidad para viajes y Pasaporte al día 
                    
                    Cantidad de Vacantes: 1
                    
                        Requerimientos
                        Educación Mínima: Bachillerato / Educación MediaAños de experiencia: 2Idiomas: Inglés Disponibilidad de Viajar: NoDisponibilidad de Cambio de Residencia: No
                ","
                    
                        Account manager
                
                
                    
                        Empresa
                        
                             BunkerDB
                    
                
                
                    Localización
                    
                        Montevideo, Montevideo
                
                
                    
                        Jornada
                        
                            Tiempo Completo
                        
                    
                
                
                    
                        Tipo de contrato
                        
                            Contrato por tiempo indefinido
                        
                    
                
                
                    
                        Salario
                        
                            A convenir
                        
                    
                
                Enviar mi CV
            "
"https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-accounting-analyst-srssr-en-montevideo-A279A2FEF9713D1761373E686DCF3405","Accounting Analyst SR/SSR","BairesDev","Montevideo","Montevideo","9 abril",2019-04-14 02:05:04,"Trabajos
                Montevideo
                Montevideo
                Informática / Telecomunicaciones
                Oferta de trabajo de Accounting Analyst SR/SSR
            ","
                        Descripción
                        En BairesDev estamos buscando un Analista Contable SSR/SR que trabajará junto al área asistiendo en la preparación, registro, control y análisis de la información contable y financiera, así como también en el proceso de compras y pago a proveedores.Cuáles serán tus tareas?- Analizar transacciones y preparar papeles de trabajo para la confección del balance anual de la compañía.- Identificar problemáticas contables y ofrecer soluciones- Entregar conciliaciones mensuales del sumas y saldos- Armado de asientos mensuales.- Cargar facturas y gastos a las cuentas correspondientes y centros de costos analizando documentación  respaldatoria.- Pagar a proveedores verificando retenciones a efectuar, documentación fiscal, resolviendo discrepancias en órdenes de compras, facturas, pagos y contratos.- Mantener cuentas corrientes y cuentas bancarias conciliadas.- Mantener legajos de proveedores actualizados.- Llevar control, registro y rendiciones de pagos desde caja chica.- Proteger valores de la compañía manteniendo la información confidencial.- Controlar liquidaciones impositivas. - Reportes periódicos de estado de cuentas.- Rendición de tarjetas de crédito.Qué buscamos en nuestros candidatos?- Mínimo 1 año de experiencia comprobable en puestos similares.- Estudiante de la carrera de contador.- Conocimientos/experiencia en sistemas de gestión/contables (deseable)- Manejo de Microsoft OfficeQué Ofrecemos?Uno de nuestros valores fundamentales en BairesDev es reconocer que nuestros candidatos son nuestro mayor activo. Y sólo atrayendo al mejor talento es que hemos trabajamos con clientes de la más alta reputación dentro del mundo IT.Es por eso que acorde a nuestra propuesta de valor, podrás también encontrar:- Excelentes beneficios y salario- Un entorno desafiante- Amplias oportunidades de desarrollo- Flexibilidad horariaEl lugar de trabajo es en nuestras oficinas en la Torre Bouchard , C.A.B.A.BairesDev es la empresa de desarrollo de software con mayor crecimiento en toda la región (> 50% anual). Con más de 700 empleados trabajando en diversos proyectos alrededor del mundo entero, BairesDev se posiciona como una compañía líder en desarrollo de software. La empresa posee oficinas en las principales ciudades de Latinoamérica y USA. BairesDev recibe más de 145.000 nuevas postulaciones cada año, y tras un exhaustivo proceso de selección emplea solamente al top 1% más talentoso.La empresa ofrece un gran entorno de trabajo, donde sus empleados pueden destacarse y crecer como profesionales, trabajando en equipos multiculturales, con horarios flexibles y oportunidades de crecimiento ilimitadas.Si querés trabajar con los mejores profesionales y las mentes más brillantes de la industria IT, contactanos.
                    
                    Cantidad de Vacantes: 1
                    
                        Requerimientos
                        Educación Mínima: Educación Técnico/ProfesionalAños de experiencia: 4Idiomas: Inglés Disponibilidad de Viajar: NoDisponibilidad de Cambio de Residencia: No
                ","
                    
                        Accounting Analyst SR/SSR
                
                
                    
                        Empresa
                        
                             BairesDev
                    
                
                
                    Localización
                    
                        Montevideo, Montevideo
                
                
                    
                        Jornada
                        
                            Desde Casa
                        
                    
                
                
                    
                        Tipo de contrato
                        
                            Otro tipo de contrato
                        
                    
                
                
                    
                        Salario
                        
                            A convenir
                        
                    
                
                Enviar mi CV
            "
"https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-accounting-and-financial-director-costa-rica-en-costa-rica-E6B4B98DADA4612B61373E686DCF3405","Accounting and Financial Director - Costa Rica","PriceWaterhouseCoopers","CostaRica",NA,"11 abril",2019-04-14 02:05:04,"Trabajos
                
                
                Contabilidad / Finanzas
                Oferta de trabajo de Accounting and Financial Director - Costa Rica
            ","
                        Descripción
                        To support the Manager Director to plan, implement and oversee company’s operations in order to assure that the services to all regions are according to customer needs and company strategy.  The main activity will be centered on the monitoring and assurance of quality and timely delivery of accounting, treasury and tax services provided to different business units on all regions served, including but not limited to compliance, Process improvement, KPI’s, customer service, benchmarking and research and innovation, and audit responsibilities in accordance with all internal and external requirements for the company. Responsabilities:•	Work with the AFS, Treasury and Tax Directors/Managers in the implementation managerial responsibilities in accordance with the company’s policies, procedures, federal, state and local laws. •	To contribute with definition and implementation of strategic goals and objectives related to AFS, Treasury, Tax and Resources CR site.•	To oversee all Costa Rica Accounting, Treasury and  Taxes activities/processes to ensure quality and information accuracy. Ensure all processes are properly documented, up to date and all targets are met. Plan and organize workload and establish backup plans in order to mitigate service level during personnel absence and attrition. •	Perform in depth analysis on monthly KPIs, identify potential risks, develop action plans and communicate strategy on how to correct those gaps.  •	To provide an excellent customer service in order to maintain a good working relationship with team members, coworkers, counterparts, agencies and clients. <U+F0A7>	To perform additional internal controls processes in order to identify mistakes in advance to reduce/eliminate errors.•	Provide advisory in conjunction with AFS Managers to the CFOs or any other customer on any Local requirement from accounting services.•	Negotiate Service Level Agreements with clients and oversees its effective compliance monitoring workload or volume and the headcount available across the different operational groups. •	Ensure the accomplishment of the established metrics based on the company Balance Scored Card in order to perform in depth analysis on monthly KPIs, identify potential risks, develop action plans and communicate strategy on how to correct those gaps.  •	Support internal and external audits while assuring full compliance of existent internal controls and correct any process out of established guidelines. •	Assure full standardization and complete documentation of all the processes executed across the organization.  •	To assume together with Operation Director the Managing Director responsibilities during his absence. •	Perform other duties as assigned. 
                    Fecha de Contratación: 30/05/2019
                    Cantidad de Vacantes: 1
                    
                        Requerimientos
                        Educación Mínima: PostgradoAños de experiencia: 7Idiomas: Inglés Conocimientos: SAPDisponibilidad de Viajar: SiDisponibilidad de Cambio de Residencia: Si
                ","
                    
                        Accounting and Financial Director
                
                
                    
                        Empresa
                        
                             Price Waterhouse Coopers 
                    
                
                
                    Localización
                    
                        Costa Rica
                
                
                    
                        Jornada
                        
                            Tiempo Completo
                        
                    
                
                
                    
                        Tipo de contrato
                        
                            Contrato por tiempo indefinido
                        
                    
                
                
                    
                        Salario
                        
                            12,000.00 US$ (Neto mensual)
                        
                    
                
                Enviar mi CV
            "
"https://www.computrabajo.com.uy/ofertas-de-trabajo/oferta-de-trabajo-de-acompanante-a-enfermos-montevideo-y-canelones-en-montevideo-D0C38DCE3049869961373E686DCF3405","Acompañante a enfermos - Montevideo y Canelones","Asem","Montevideo","Montevideo","12 abril",2019-04-14 02:05:04,"Trabajos
                Montevideo
                Montevideo
                Medicina / Salud
                Oferta de trabajo de Acompañante a enfermos - Montevideo y Canelones
            ","
                        Descripción
                        Empresa radicada en Montevideo con experiencia en el servicio de acompañante a enfermos en sanatorio y domicilio solicita acompañantes con los siguientes requisitos:Experiencia previa de 1 año mínimo en servicio de acompañante o empleos similaresLiceo completoAptitudes personales y vocación de servicio.Tareas:Ejecutar tareas de aseo, alimentación, y movilización a pacientes internados en sanatorio o domicilio.Acompañar a pacientes generando clima de confianza para familiares.
                    Fecha de Contratación: 15/04/2019
                    Cantidad de Vacantes: 4
                    
                        Requerimientos
                        Educación Mínima: Bachillerato / Educación MediaAños de experiencia: 1Edad: entre 25 y 60 añosDisponibilidad de Viajar: SiDisponibilidad de Cambio de Residencia: No
                ","
                    
                        Acompañante a enfermos
                
                
                    
                        Empresa
                        
                             Asem
                    
                
                
                    Localización
                    
                        Montevideo, Montevideo
                
                
                    
                        Jornada
                        
                            Por Horas
                        
                    
                
                
                    
                        Tipo de contrato
                        
                            Contrato por tiempo indefinido
                        
                    
                
                
                    
                        Salario
                        
                            1.00 US$ (Neto mensual)
                        
                    
                
                Enviar mi CV
            "
