"link","puesto","empresa","nivel","area","fecha","detalle","dpto","fecha_scraping","Responsabilidades","Funciones","Requisitos"
"/anuncio/a-76q6d","A",NA,"Auxiliar","Administración - Secretariado","Hace 6 días "," AUXILIAR Administrativa. De lunes sábado","montevideo",2019-03-28 16:38:26,"
            AUXILIAR Administrativa. De lunes sábado        ","
                    ",NA
"/anuncio/abogado-a-junior-yrqz6","ABOGADO/A JUNIOR","FODERÉ","Profesional","Legal","Hace 2 semanas "," Nos orientamos a candidatos que acrediten una sólida y destacada trayectoria académica,  muy buenos conocimientos del idioma inglés y un adecuado manejo  ...","montevideo",2019-03-28 16:38:26,"
            Nos orientamos a candidatos que acrediten una sólida y destacada trayectoria académica, 
muy buenos conocimientos del idioma inglés y un adecuado manejo de las herramientas de informática. 
Los profesionales seleccionados tendrán la oportunidad de sumarse a un equipo de profesionales competentes y con una amplia experiencia en asuntos legales, 
en un excelente ambiente laboral. ","
                    ",NA
"/anuncio/abogado-corporativo-8ybrg","ABOGADO CORPORATIVO","ADVICE","Profesional","Legal","Hace 1 semana ","Seleccionamos para Importante Grupo. Buscamos: Profesionales egresados de la carrera de Doctor en Derecho (excluyente). Avanzado dominio de inglés.  Exper ...","montevideo",2019-03-28 16:38:26,"
            
La posición implica la responsabilidad por brindar asesoramiento y soporte legal a todas las áreas de la empresa. 
La misma incluye;
Será responsable por la elaboración, análisis y revisión de contratos, documentos con entidades privadas y gubernamentales.
Realizará, estructurará, supervisará y analizará contratos con proveedores y clientes.
Supervisará la emisión de documentación de la empresa que conlleve responsabilidad legal.
Realizará el seguimiento a los temas vinculados al área legal de todo el grupo. Coordinará las asesorías externas (abogados y escribanos).        ","
            Seleccionamos para Importante Grupo.
Buscamos:
Profesionales egresados de la carrera de Doctor en Derecho (excluyente). Avanzado dominio de inglés. 
Experiencia laboral en posiciones de similar responsabilidad, en el ámbito corporativo, consultoras o estudios jurídicos, con especial enfoque en el área contractual (contratos comerciales, de construcción, acuerdos PPA, etc).        ",NA
"/anuncio/abogado-o-estudiante-avanzado-pjaep","ABOGADO O ESTUDIANTE AVANZADO","Estudio Juridico","Profesional","Legal","Hace 1 mes ","Abogado o estudiante avanzado para tareas de procuración. Part time Tareas de procuración, y organización de la oficina","montevideo",2019-03-28 16:38:26,"
            Tareas de procuración, y organización de la oficina        ","
            Abogado o estudiante avanzado para tareas de procuración.
Part time        ","
                Universitario en derecho.                                Manejo de programas:Word a avanzado."
"/anuncio/acompanante-6bzzm","ACOMPAÑANTE","Residencial san expedito","Asistente","Salud","Hace 1 mes ","• el personal deberá estar todo el tiempo a disposición de los residentes. • aseos diarios, cambios de sábanas, y alimentación según el turno del personal. ...","montevideo",2019-03-28 16:38:26,"
            • el personal será responsable de los residentes dentro de su turno.
• el personal será responsable de usar correctamente los materiales disponibles.
• estricto control y supervisión a la hora de organizar medicaciones. 
• mantener siempre un hambiente agradable ya que se está trabajando con personas adultas.        ","
            • el personal deberá estar todo el tiempo a disposición de los residentes.
• aseos diarios, cambios de sábanas, y alimentación según el turno del personal. 
• dar parte diario de la situación dentro del residencial para mayor control, dirigiéndose siempre a un superior.        ","
                Formación profesional básica en servicios de salud.                Experiencia de 2 años en el área de Salud.                                Idioma Español a avanzado."
"/anuncio/acompanante-de-chofer-8p8py","ACOMPAÑANTE DE CHOFER","Chacra bilu ","Auxiliar","Logística - Distribución","Hace 2 semanas ","Buscamos los mejores Chóferes repartidores (con experiencia en cargos similares) Importante distribuidora de frutas y verduras con mas de 250 clientes en C ...","montevideo",2019-03-28 16:38:26,"
            Buscamos los mejores Chóferes repartidores (con experiencia en cargos similares)
Importante distribuidora de frutas y verduras con mas de 250 clientes en Centro C.vieja Pocitos Punta Carretas Carrasco y Malvin
Reparto y entrega de Pedidos, control de calidad de la mercadería
Cuenta con una etapa de un mes de aprendizaje  y realiza tareas en el local y sale como acompañante 
Luego de finalizada la etapa se evalúa el desempeño pasando a ocupar ocupar el cargo de repartidor 
Se le sera asignado un vehículo y cartera de clientes el cual sera su responsabilidad mantener ya que tiene comisiones por venta 
Sueldo + comisiones+ canasta de alimentos 
horario de 5:30 a 13:30 con descanso intermedio pago 
buscamos personas Dinámicas destacado trato con el publico  y ganas de crecimiento ","
            Buscamos los mejores Chóferes repartidores (con experiencia en cargos similares)
Importante distribuidora de frutas y verduras con mas de 250 clientes en Centro C.vieja Pocitos Punta Carretas Carrasco y Malvin
Reparto y entrega de Pedidos, control de calidad de la mercadería
Cuenta con una etapa de un mes de aprendizaje  y realiza tareas en el local y sale como acompañante 
Luego de finalizada la etapa se evalúa el desempeño pasando a ocupar ocupar el cargo de repartidor 
Se le sera asignado un vehículo y cartera de clientes el cual sera su responsabilidad mantener ya que tiene comisiones por venta 
Sueldo + comisiones+ canasta de alimentos 
horario de 5:30 a 13:30 con descanso intermedio pago 
buscamos personas Dinámicas destacado trato con el publico  y ganas de crecimiento ",NA
"/anuncio/acompanante-de-chofer-zona-las-piedras-ep9b8","ACOMPAÑANTE DE CHOFER - ZONA LAS PIEDRAS","AGLH Consultores","Auxiliar","Logística - Distribución","Hace 1 semana ","Buscamos Acompañante de Chofer para importante empresa Multinacional dedicada al rubro de alimentos.   Nos orientamos a personas con ciclo básico completo, ...","canelones",2019-03-28 16:38:26,"
            Será responsable de realizar la carga y descarga de mercadería, trato con los clientes, manejo de efectivo, entre otras tareas inherentes al cargo. 
Eventualmente será responsable del manejo del camión.        ","
            Buscamos Acompañante de Chofer para importante empresa Multinacional dedicada al rubro de alimentos.  
Nos orientamos a personas con ciclo básico completo, que cuente con libreta de conducir profesional y experiencia mínima a dos años manejando camiones. 
Es requisito excluyente residir cercano a la zona de Las Piedras.        ","
                                Experiencia de 2 años en el área de Otra."
"/anuncio/acompanante-de-servicio-rvmaq","ACOMPAÑANTE DE SERVICIO","Amec Amec Amec","Auxiliar","Salud","Hace 6 días ","Requisitos: •	Secundaria: Ciclo básico con tercer año aprobado •	Se valorará experiencia en la tarea. •	Se valorará formación en cuidados.  Te brindamos:  ...","maldonado",2019-03-28 16:38:26,"
            AMEC, selecciona acompañantes profesionales para Sucursal Maldonado.
 Si contas con: 
o	Una fuerte vocación de servicio.
o	Calidez humana. 
o	Voluntad y disposición. 
o	Habilidad para adaptarte a diferentes situaciones de cuidados.
o	Profesionalismo en la tarea de cuidar. 
Te esperamos en AMEC!        ","
            Requisitos:
•	Secundaria: Ciclo básico con tercer año aprobado
•	Se valorará experiencia en la tarea.
•	Se valorará formación en cuidados. 
Te brindamos:
•	Excelente ambiente laboral.
•	Excelente remuneración.
•	Capacitación profesional en cuidados.
Funciones:
•	Responsable de brindar una compañía personalizada en cada servicio. 
•	Estar atento a los requerimientos del socio.
•	Observar y cubrir sus necesidades de manera integral.
•	Aportar  bienestar y calidad de vida.        ",NA
"/anuncio/acompanante-gs68t","ACOMPAÑANTE",NA,"Auxiliar","Salud","Hace 1 semana "," Para cuidar señora mayor, de 22 a 9 horas. Sueldo $ 20.000 liquidos. Zona Pocitos.","montevideo",2019-03-28 16:38:26,"
            Para cuidar señora mayor, de 22 a 9 horas. Sueldo $ 20.000 liquidos. Zona Pocitos.        ","
                    ",NA
"/anuncio/acompanante-para-camioneta-escolar-yrtj4","ACOMPAÑANTE PARA CAMIONETA ESCOLAR","Importante empresa","Auxiliar","Logística - Distribución","Hace 1 mes ","Acompañante de camioneta escolar Acompañante de camioneta escolar","montevideo",2019-03-28 16:38:26,"
            Acompañante de camioneta escolar        ","
            Acompañante de camioneta escolar        ",NA
