"link","puesto","empresa","nivel","area","fecha","detalle","dpto","fecha_scraping","Responsabilidades","Funciones","Requisitos"
"/anuncio/1-2-oficial-55rvq","1/2 OFICIAL","Importante empresa","Técnico / Especialista","Construcción - Arquitectura","Hace 1 mes ","acorde al cargo acorde al cargo","montevideo",2019-07-20 07:54:28,"
            acorde al cargo        ","
            acorde al cargo        ","
                Terciario no universitario en ingeniería eléctrica."
"/anuncio/abogado-recien-recibido-o-procurador-vdgar","ABOGADO RECIEN RECIBIDO O PROCURADOR","Estudio Jurídico","Profesional","Legal","Hace 2 semanas ","Para realizar tareas de procuración y oficina dos veces por semana cuatro horas. Se necesita alguien dinámico y responsable","montevideo",2019-07-20 07:54:28,"
            Se necesita alguien dinámico y responsable        ","
            Para realizar tareas de procuración y oficina dos veces por semana cuatro horas.        ","
                Universitario en derecho.                                Manejo de programas:Word a intermedio.                Idioma Inglés a intermedio."
"/anuncio/account-manager-bqndm","ACCOUNT MANAGER","Importante empresa","Gerente","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Estamos buscando a una persona con marcado perfil comercial, tendrá como desafío fidelizar y generar nuevos clientes. Buscamos personas con formación terci ...","montevideo",2019-07-20 07:54:28,"
            Fidelizar y generar nuevos clientes        ","
            Estamos buscando a una persona con marcado perfil comercial, tendrá como desafío fidelizar y generar nuevos clientes. Buscamos personas con formación terciaria en carreras tales como  Ingeniería, Arquitectura y Administración, con experiencia en venta técnica o consultiva en la industria de la construcción.        ","
                Universitario en ingeniería industrial.Universitario en ventas.Universitario en arquitectura y construcción.                Experiencia de 1 año en el área de Construcción - arquitectura."
"/anuncio/account-manager-dbvb8","ACCOUNT MANAGER","Importante empresa del rubro Financiero","Auxiliar","Administración - Secretariado","Hace 1 semana ","Importante empresa del rubro financiero busca Account Manages para el manejo de la cartera de Inversiones. El candidato ideal debe  poseer conocimientos en ...","montevideo",2019-07-20 07:54:28,"
            El candidato ideal debe  poseer conocimientos en ventas, preferentemente telefónicas, así como también manejar el idioma portugués avanzado.
Se busca un perfil pro-activo, autodidacta y con marcado gusto por la venta como por el relacionamiento a largo plazo con clientes.
Es indispensable contar con una gran tolerancia a la frustración así como un marcado sentido de la competitividad y excelencia.
Se ofrece un gran ambiente laboral, capacitaciones constantes y la oportunidad de acceder a salarios muy por encima de la media del mercado.
Si eres una persona apasionada por los desafíos, te estamos esperando.        ","
            Importante empresa del rubro financiero busca Account Manages para el manejo de la cartera de Inversiones.        ","
                                                                Idioma Inglés a intermedio.Idioma Portugués a avanzado."
"/anuncio/acompanante-a-domicilio-49hz7","ACOMPAÑANTE A DOMICILIO","Cuidados a Domicilio","Auxiliar","Salud","Hace 2 días ","Cuidado de pacientes en cama, cambio de pañales, baños en cama, entre otras tareas afines. Será responsable por el cuidado integral del paciente en el hora ...","montevideo",2019-07-20 07:54:28,"
            Será responsable por el cuidado integral del paciente en el horario designado.        ","
            Cuidado de pacientes en cama, cambio de pañales, baños en cama, entre otras tareas afines.        ","
                                Experiencia de 3 meses en el área de Salud."
"/anuncio/acompanante-terapeutico-para-adultos-mayores-7sa99","ACOMPAÑANTE TERAPEÚTICO PARA ADULTOS MAYORES.","Importante residencial.","Profesional","Salud","Hace 1 mes ","Seleccionamos un profesional para trabajar en el área de adultos mayores con nivel de dependencia severa. Buscamos incorporar un profesional que pueda acom ...","montevideo",2019-07-20 07:54:28,"
            El objetivo central del rol es:
- Diagnóstico de oportunidades de mejora, atendiendo a las características de los residentes y su ambiente.
- Estimulación cognitiva a través del uso de diferentes estrategias de intervención, grupales y/o individuales.
- Aplicación de técnicas y herramientas que favorezcan el día a día del residente.
- Diseñar planes de prevención, atendiendo a las particularidades de cada residente, para prever posibles emergentes.
Se garantiza absoluta reserva en el manejo de la información recibida.        ","
            Seleccionamos un profesional para trabajar en el área de adultos mayores con nivel de dependencia severa. Buscamos incorporar un profesional que pueda acompañarnos en la reestructura del área, atendiendo a cambios tanto funcionales y a nivel de procesos, como ambientales y físicos.
Orientamos nuestra búsqueda hacia profesionales psicólogos, terapeutas ocupacionales y/o psicopedagogos, que cuenten con experiencias de trabajo en el campo del adulto mayor, específicamente en adultos mayores con dependencia severa.        ","
                Universitario en psicología clínica.Universitario en psicología educativa.                Experiencia de 2 años en el área de Salud."
"/anuncio/acompanantes-shn7d","ACOMPAÑANTES",NA,"Auxiliar","Salud","Hace 1 semana "," Con experiencia  Carné de salud y disponibilidad horaria Para Montevideo","montevideo",2019-07-20 07:54:28,"
            Con experiencia 
Carné de salud y disponibilidad horaria
Para Montevideo        ","
                    ",NA
"/anuncio/administracion-3bnhe","ADMINISTRACION",NA,"Supervisor / Encargado","Administración - Secretariado","Hace 14 horas "," ADMINISTRATIVA de 12 a 16 hrs., para trabajar de Lunes a Viernes, manejo de caja y de Excel $ 12.678 nominales, de 25 a 35 años.","montevideo",2019-07-20 07:54:28,"
            ADMINISTRATIVA de 12 a 16 hrs., para trabajar de Lunes a Viernes, manejo de caja y de Excel $ 12.678 nominales, de 25 a 35 años.        ","
                    ",NA
"/anuncio/administractiva-con-conocimientos-contables-y-de-sueldos-manejo-de-excell-y-word-pgyuz","ADMINISTRACTIVA CON CONOCIMIENTOS CONTABLES Y DE  SUELDOS .MANEJO DE EXCELL Y WORD","ASSIST LTDA","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Auxiliar , administrativa . Amplios conocimientos de Excell y Word .. conocimientos de liquidcion de sueldos Atencion telefonica  y clientes","montevideo",2019-07-20 07:54:28,"
            Atencion telefonica  y clientes        ","
            Auxiliar , administrativa .
Amplios conocimientos de Excell y Word ..
conocimientos de liquidcion de sueldos        ","
                Terciario no universitario en administración.                                Manejo de programas:Windows xp a basico.                Idioma Español a avanzado."
"/anuncio/administrador-de-base-de-datos-senior-rsmhd","ADMINISTRADOR DE BASE DE DATOS SENIOR","GEOCOM URUGUAY","Supervisor / Encargado","Tecnologías de la información","Hace 1 mes ","Nos encontramos en la búsqueda de un Administrador de Base de Datos Senior para incorporarse al equipo de Infraestructura. Requisitos: - Mínimo 3 años de ...","montevideo",2019-07-20 07:54:28,"
            Qué proponemos?
- El desafío de participar en proyectos (nacionales e internacionales) de alto impacto
- Estabilidad y excelente ambiente laboral
- Estacionamiento Vigilado
- Cancha de fútbol y zona deportiva
- Acuerdos con universidades para carreras de grado y posgrado
Acerca de nosotros:
GEOCOM es una empresa con más de 20 años en el mercado, dedicada a brindar servicios informáticos globales. Nos desarrollamos en diferentes sectores: Gobierno, Finanzas, Industria, Salud, Retail. A sus más de 300 colaboradores en Uruguay, se le suman sus oficinas en Argentina, Chile y Colombia.
Estamos certificados en ISO y evaluado en CMMI nivel 3.        ","
            Nos encontramos en la búsqueda de un Administrador de Base de Datos Senior para incorporarse al equipo de Infraestructura.
Requisitos:
- Mínimo 3 años de experiencia en cargo similares
- Instalación, actualización, tuning, soporte, programación SQL en las siguientes tecnologías (MySQL/MariaDB, Oracle, MongoDB (no excluyente))
- Será excluyente la experiencia implementando soluciones de alta disponibilidad en las tecnologías mencionadas
- Se valorará experiencia previa brindando soporte de base de datos en soluciones implementadas en GeneXus e Hibernate, así como herramientas de monitoreo de las distintas tecnologías (Grafana, Nagios, Monyog, etc.)
HORARIO: Lunes a Jueves de 9 a 18 - Viernes de 9 a 17
El presente llamado incluye el ingreso de personas en situación de discapacidad de acuerdo a la ley N° 19.691        ","
                                                Manejo de programas:Sql a avanzado.Manejo de programas:Genexus a avanzado."
