"link","puesto","empresa","nivel","area","fecha","detalle","dpto","fecha_scraping","Responsabilidades","Funciones","Requisitos"
"/anuncio/a-76q6d","A",NA,"Auxiliar","Administración - Secretariado","Hace 4 semanas "," AUXILIAR Administrativa. De lunes sábado","montevideo",2019-04-21 01:09:49,"
            AUXILIAR Administrativa. De lunes sábado        ","
                    ",NA
"/anuncio/abitab-cajera-6d7vd","ABITAB CAJERA",NA,"Auxiliar","Ventas - Comercial","Hace 8 horas ","Cajera en ABITAB de lunes a viernes de 8:30 a 17:30 hs EXPERIENCIA, RESPONSABILIDAD,  Y DISPONIBILIDAD. resposabilidad inherente al cargo.","montevideo",2019-04-21 01:09:49,"
            resposabilidad inherente al cargo.        ","
            Cajera en ABITAB de lunes a viernes de 8:30 a 17:30 hs
EXPERIENCIA, RESPONSABILIDAD,  Y DISPONIBILIDAD.        ",NA
"/anuncio/abitab-cajeras-y-encargado-con-experiencia-8bj4p","ABITAB CAJERAS Y ENCARGADO CON EXPERIENCIA LABORAL EN UN LOCAL DE ABITAB (ES UN REQUISITO)","Intelecom","Ejecutivo Comercial","Ventas - Comercial","Hace 2 días ","Se necesita un encargado/a y un cajero/a para un local para un local Abitab en la zona del Prado(Millan y Castro) con experiencia anterior de haber trabaja ...","montevideo",2019-04-21 01:09:49,"
            Atender un local de Abitab        ","
            Se necesita un encargado/a y un cajero/a para un local para un local Abitab en la zona del Prado(Millan y Castro) con experiencia anterior de haber trabajado en un local de Abitab (por favor es un requerimiento indispensable). Enviar curriculum y referencias via email a WhatsApp 098654248        ","
                Bachillerato secundaria en otros.                                Manejo de programas:Windows xp a basico.                Idioma Español a avanzado."
"/anuncio/abogada-o-junior-8mqd7","ABOGADA/O JUNIOR",NA,"Profesional","Legal","Hace 2 semanas "," Estudio en Montevideo.  Responsabilidades: Procuración de expedientes judiciales y administrativos, realización de documentos y escritos de trámite. Asis ...","montevideo",2019-04-21 01:09:49,"
            Estudio en Montevideo. 
Responsabilidades: Procuración de expedientes judiciales y administrativos, realización de documentos y escritos de trámite. Asistencia a audiencias administrativas y judiciales. 
Horario: Lunes a viernes de 10 a 18 hs.
Requisitos: Universitario en Derecho. 
Manejo de programas: Word y Excel avanzado. ","
                    ",NA
"/anuncio/abogado-corporativo-8ybrg","ABOGADO CORPORATIVO","ADVICE","Profesional","Legal","Hace 1 mes ","Seleccionamos para Importante Grupo. Buscamos: Profesionales egresados de la carrera de Doctor en Derecho (excluyente). Avanzado dominio de inglés.  Exper ...","montevideo",2019-04-21 01:09:49,"
            
La posición implica la responsabilidad por brindar asesoramiento y soporte legal a todas las áreas de la empresa. 
La misma incluye;
Será responsable por la elaboración, análisis y revisión de contratos, documentos con entidades privadas y gubernamentales.
Realizará, estructurará, supervisará y analizará contratos con proveedores y clientes.
Supervisará la emisión de documentación de la empresa que conlleve responsabilidad legal.
Realizará el seguimiento a los temas vinculados al área legal de todo el grupo. Coordinará las asesorías externas (abogados y escribanos).        ","
            Seleccionamos para Importante Grupo.
Buscamos:
Profesionales egresados de la carrera de Doctor en Derecho (excluyente). Avanzado dominio de inglés. 
Experiencia laboral en posiciones de similar responsabilidad, en el ámbito corporativo, consultoras o estudios jurídicos, con especial enfoque en el área contractual (contratos comerciales, de construcción, acuerdos PPA, etc).        ",NA
"/anuncio/acompanante-9ha66","ACOMPAÑANTE",NA,"Auxiliar","Logística - Distribución","Hace 1 semana "," ACOMPAÑANTE de reparto, tareas de deposito. Se ofrece sueldo acorde y estabilidad. Enviar CV c/ foto y aspiraciones","montevideo",2019-04-21 01:09:49,"
            ACOMPAÑANTE de reparto, tareas de deposito. Se ofrece sueldo acorde y estabilidad. Enviar CV c/ foto y aspiraciones        ","
                    ",NA
"/anuncio/acompanante-ae978","ACOMPAÑANTE",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas "," ACOMPAÑANTE jubilada para señora sola de noche de 18:30 a 8:00am.","montevideo",2019-04-21 01:09:49,"
            ACOMPAÑANTE jubilada para señora sola de noche de 18:30 a 8:00am.        ","
                    ",NA
"/anuncio/acompanante-de-chofer-8p8py","ACOMPAÑANTE DE CHOFER","Chacra bilu ","Auxiliar","Logística - Distribución","Hace 1 mes ","Buscamos los mejores Chóferes repartidores (con experiencia en cargos similares) Importante distribuidora de frutas y verduras con mas de 250 clientes en C ...","montevideo",2019-04-21 01:09:49,"
            Buscamos los mejores Chóferes repartidores (con experiencia en cargos similares)
Importante distribuidora de frutas y verduras con mas de 250 clientes en Centro C.vieja Pocitos Punta Carretas Carrasco y Malvin
Reparto y entrega de Pedidos, control de calidad de la mercadería
Cuenta con una etapa de un mes de aprendizaje  y realiza tareas en el local y sale como acompañante 
Luego de finalizada la etapa se evalúa el desempeño pasando a ocupar ocupar el cargo de repartidor 
Se le sera asignado un vehículo y cartera de clientes el cual sera su responsabilidad mantener ya que tiene comisiones por venta 
Sueldo + comisiones+ canasta de alimentos 
horario de 5:30 a 13:30 con descanso intermedio pago 
buscamos personas Dinámicas destacado trato con el publico  y ganas de crecimiento ","
            Buscamos los mejores Chóferes repartidores (con experiencia en cargos similares)
Importante distribuidora de frutas y verduras con mas de 250 clientes en Centro C.vieja Pocitos Punta Carretas Carrasco y Malvin
Reparto y entrega de Pedidos, control de calidad de la mercadería
Cuenta con una etapa de un mes de aprendizaje  y realiza tareas en el local y sale como acompañante 
Luego de finalizada la etapa se evalúa el desempeño pasando a ocupar ocupar el cargo de repartidor 
Se le sera asignado un vehículo y cartera de clientes el cual sera su responsabilidad mantener ya que tiene comisiones por venta 
Sueldo + comisiones+ canasta de alimentos 
horario de 5:30 a 13:30 con descanso intermedio pago 
buscamos personas Dinámicas destacado trato con el publico  y ganas de crecimiento ",NA
"/anuncio/acompanante-de-chofer-zona-las-piedras-ep9b8","ACOMPAÑANTE DE CHOFER - ZONA LAS PIEDRAS","AGLH Consultores","Auxiliar","Logística - Distribución","Hace 1 mes ","Buscamos Acompañante de Chofer para importante empresa Multinacional dedicada al rubro de alimentos.   Nos orientamos a personas con ciclo básico completo, ...","canelones",2019-04-21 01:09:49,"
            Será responsable de realizar la carga y descarga de mercadería, trato con los clientes, manejo de efectivo, entre otras tareas inherentes al cargo. 
Eventualmente será responsable del manejo del camión.        ","
            Buscamos Acompañante de Chofer para importante empresa Multinacional dedicada al rubro de alimentos.  
Nos orientamos a personas con ciclo básico completo, que cuente con libreta de conducir profesional y experiencia mínima a dos años manejando camiones. 
Es requisito excluyente residir cercano a la zona de Las Piedras.        ","
                                Experiencia de 2 años en el área de Otra."
"/anuncio/acompanante-de-servicio-rvmaq","ACOMPAÑANTE DE SERVICIO PARA SUC MALDONADO","Amec Amec Amec","Auxiliar","Salud","Hace 4 semanas ","Requisitos: •	Secundaria: Ciclo básico con tercer año aprobado •	Se valorará experiencia en la tarea. •	Se valorará formación en cuidados.  Te brindamos:  ...","maldonado",2019-04-21 01:09:49,"
            AMEC, selecciona acompañantes profesionales para Sucursal Maldonado.
 Si contas con: 
o	Una fuerte vocación de servicio.
o	Calidez humana. 
o	Voluntad y disposición. 
o	Habilidad para adaptarte a diferentes situaciones de cuidados.
o	Profesionalismo en la tarea de cuidar. 
Te esperamos en AMEC!        ","
            Requisitos:
•	Secundaria: Ciclo básico con tercer año aprobado
•	Se valorará experiencia en la tarea.
•	Se valorará formación en cuidados. 
Te brindamos:
•	Excelente ambiente laboral.
•	Excelente remuneración.
•	Capacitación profesional en cuidados.
Funciones:
•	Responsable de brindar una compañía personalizada en cada servicio. 
•	Estar atento a los requerimientos del socio.
•	Observar y cubrir sus necesidades de manera integral.
•	Aportar  bienestar y calidad de vida.        ",NA
"/anuncio/acompanante-ph436","ACOMPAÑANTE",NA,"Auxiliar","Salud","Hace 2 semanas "," Con experiencia p / señor mayor no autosuficiente y ta reas de limpieza.","montevideo",2019-04-21 01:09:49,"
            Con experiencia p
/ señor mayor no autosuficiente y ta
reas de limpieza.        ","
                    ",NA
"/anuncio/acompanante-terapeutico-o-asistente-personal-sranp","ACOMPAÑANTE  TERAPÉUTICO O ASISTENTE PERSONAL",NA,"Auxiliar","Salud","Hace 3 semanas "," con curso de BPS","montevideo",2019-04-21 01:09:49,"
            con curso de BPS        ","
                    ",NA
"/anuncio/acompanante-v5te2","ACOMPAÑANTE",NA,"Auxiliar","Salud","Hace 2 semanas ","- ACOMPAÑANTE Señora o señorita para cuidar a señora mayor de edad en zona Tres Cruces. Horario: Lunes a Sábados de 16 a 22 hs. $ 18.000 más impuestos.  ...","montevideo",2019-04-21 01:09:49,"
            ACOMPAÑANTE Señora o señorita para cuidar a señora mayor de edad en zona Tres Cruces. Horario: Lunes a Sábados de 16 a 22 hs. $ 18.000 más impuestos.         ","
            -        ",NA
"/anuncio/acompanantes-4qunz","ACOMPAÑANTES",NA,"Auxiliar","Salud","Hace 1 semana "," Con experiencia  Carné de salud y disponibilidad horaria para Montevideo","montevideo",2019-04-21 01:09:49,"
            Con experiencia 
Carné de salud y disponibilidad horaria para Montevideo        ","
                    ",NA
