"link","puesto","empresa","nivel","area","fecha","detalle","dpto","fecha_scraping","Responsabilidades","Funciones","Requisitos"
"/anuncio/aasasasa-njbz8","ANALISTA, TÉCNICO O PROFESIONAL EN EL ÁREA MARKETING.","Instituto Europa - Centro de Formación Profesional y Capacitación.","Analista","Marketing - Publicidad","Hace 1 semana ","Somos un instituto con sede en Salinas, Canelones. Buscamos un profesional en el área Marketing para formar parte de un equipo multidisciplinario para brin ...","canelones",2019-01-24 01:16:53,"
            Requisito excluyente viva en zona de Costa de Oro o Ciudad de la Costa.
Ambos sexos sin límite de edad.        ","
            Somos un instituto con sede en Salinas, Canelones.
Buscamos un profesional en el área Marketing para formar parte de un equipo multidisciplinario para brindar asesoramiento a Micro y Pequeñas Empresas en el área Marketing, Ventas y Publicidad.        ",NA
"/anuncio/abogado-a-para-cubrir-licencia-por-un-periodo-de-6-meses-pd2my","ABOGADO/A PARA CUBRIR LICENCIA POR UN PERIODO DE 6 MESES.","Importante empresa","Profesional","Legal","Hace 1 semana ","Abogado/a para cubrir licencia por un periodo de 6 meses con la posibilidad de formar parte del equipo de forma permanente. Dentro de las responsabilidades ...","montevideo",2019-01-24 01:16:53,"
            Es una oportunidad para ingresar a un equipo de trabajo y adquirir experiencia en el área jurídica.
Los interesados deberán de adjuntar aspiraciones salariales de no ser así serán descartados.
Jornada laboral de lunes a viernes, 30 horas semanales.        ","
            Abogado/a para cubrir licencia por un periodo de 6 meses con la posibilidad de formar parte del equipo de forma permanente.
Dentro de las responsabilidades del cargo se encuentra la realización de demandas, cubrir audiencias, procuracion poder judicial y entes públicos.        ","
                Universitario en derecho.                Experiencia de 1 año en el área de Legal."
"/anuncio/abogado-junior-49tr4","ABOGADO JUNIOR","ADVICE","Profesional","Legal","Hace 1 mes ","Objetivos de la posición: Trabajará junto al equipo legal y contable de la casa matriz del grupo en lo referente a temas administrativos y legales. Dará so ...","montevideo",2019-01-24 01:16:53,"
            Buscamos:
Profesional egresado de la carrera de Abogacía.
Deberá contar con conocimientos de francés e inglés avanzados (excluyente).
Se valora experiencia laboral en tareas administrativas y legales.
Es importante que cuente con pasaporte europeo.        ","
            Objetivos de la posición:
Trabajará junto al equipo legal y contable de la casa matriz del grupo en lo referente a temas administrativos y legales.
Dará soporte al equipo en Luxemburgo y tendrá contacto directo con Uruguay y Argentina. 
La posición implica la radicación en Luxemburgo por al menos 2 años. Inicialmente recibirá un entrenamiento en Uruguay.        ","
                Universitario en derecho.Postgrado en derecho.                Experiencia de 1 año en el área de Legal.                                Idioma Inglés a avanzado.Idioma Francés a avanzado."
"/anuncio/abogado-junior-br2qj","ABOGADO JUNIOR","ADVICE","Profesional","Legal","Hace 1 mes ","Para empresa multinacional con sede en Luxemburgo. Profesional egresado de la carrera de Abogacía. Deberá contar con conocimientos de francés e inglés ava ...","montevideo",2019-01-24 01:16:53,"
            Trabajará junto al equipo legal y contable de la casa matriz del grupo en lo referente a temas administrativos y legales.
Dará soporte al equipo en Luxemburgo y tendrá contacto directo con Uruguay y Argentina. 
La posición implica la radicación en Luxemburgo por al menos 2 años. Inicialmente recibirá un entrenamiento en Uruguay.        ","
            Para empresa multinacional con sede en Luxemburgo.
Profesional egresado de la carrera de Abogacía.
Deberá contar con conocimientos de francés e inglés avanzados. 
Se valora experiencia laboral en tareas administrativas y legales.
Es importante que cuente con pasaporte europeo.        ",NA
"/anuncio/acomodador-de-autos-ps4hh","ACOMODADOR DE AUTOS","Importante empresa","Peon","Servicios - Oficios","Hace 1 mes ","Pistero para estacionamiento, libreta de conducer vigente, disponibilidad horaria diurna. Edad enter 25 y 35 años y experiencia comprobable en el rubro. Co ...","montevideo",2019-01-24 01:16:53,"
            Estacionar los vehiculos de los clientes que llegan y se van .        ","
            Pistero para estacionamiento, libreta de conducer vigente, disponibilidad horaria diurna. Edad enter 25 y 35 años y experiencia comprobable en el rubro. Cosntancia de domicilio y certificado de Buena conducta y carnet de salud vigente        ","
                                Experiencia de 2 años en el área de Servicios - oficios.                                Idioma Español a intermedio."
"/anuncio/acompanante-6sh4p","ACOMPAÑANTE",NA,"Auxiliar","Salud","Hace 2 días "," ACOMPAÑANTES con  experiencia para Montevideo","montevideo",2019-01-24 01:16:53,"
            ACOMPAÑANTES con  experiencia para Montevideo        ","
                    ",NA
"/anuncio/acompanante-chofer-administrtivo-vs-eqgv2","ACOMPAÑANTE-CHOFER-ADMINISTRTIVO-VS","MARIANELLA CABALLERO","Auxiliar","Producción","Hace 16 horas ","SE OFRECE SRA. DE 50 AÑOS  CON REFERENCIAS, PARA ADMINISTRACION-CUIDAR ADULTOS-CHOFER-LIMPIEZA SOY RESPONSABLE PARA CUALQUIER TAREA QUE SE ME ASIGNE","montevideo",2019-01-24 01:16:53,"
            SOY RESPONSABLE PARA CUALQUIER TAREA QUE SE ME ASIGNE        ","
            SE OFRECE SRA. DE 50 AÑOS  CON REFERENCIAS, PARA ADMINISTRACION-CUIDAR ADULTOS-CHOFER-LIMPIEZA        ","
                                Experiencia de 5 años a más en el área de Otra.                                Idioma Español a avanzado."
"/anuncio/acompanante-en-domicilio-para-senora-jbrtr","ACOMPAÑANTE EN DOMICILIO PARA SEÑORA","Particular","Auxiliar","Salud","Hace 1 mes ","Acompañante en domicilio para señora mayor que no camina, para tareas de higiene personal, limpieza sencilla, ayuda en movimientos, etc. Puntualidad. Se bu ...","montevideo",2019-01-24 01:16:53,"
            Puntualidad. Se busca preferentemente mujer entre 35 y 50 años, con conocimientos o nociones en área de la salud (higiene, dar medicamentos, etc.). 
El horario de trabajo será para los días sábados y domingos por la tarde.        ","
            Acompañante en domicilio para señora mayor que no camina, para tareas de higiene personal, limpieza sencilla, ayuda en movimientos, etc.        ",NA
"/anuncio/acompanante-qaypu","ACOMPAÑANTES PARA CERRO LARGO (MELO)","Importante empresa","Auxiliar","Salud","Hace 2 semanas ","Requisitos: o	Ciclo básico con tercer año aprobado o	Experiencia en cuidados. o	Se valorará título en Aux de enfermería Nuestra propuesta: La mejor remuner ...","cerro-largo",2019-01-24 01:16:53,"
            Nuestra propuesta:
La mejor remuneración por hora.
Premios mensuales y anuales.
Capacitación de ingreso y profesional.
Apoyo continuo y personalizado en los servicios.
Comunicación permanente y personalizada        ","
            Requisitos:
o	Ciclo básico con tercer año aprobado
o	Experiencia en cuidados.
o	Se valorará título en Aux de enfermería        ","
                Ciclo básico en enfermería."
"/anuncio/acompanante-t3h32","ACOMPAÑANTE.","Gente Servicio de Acompañantes","Auxiliar","Salud","Hace 1 mes ","Compañía de adulto mayor en sanatorio, con buenas referencias y experiencia no menor a tres meses. ACOMPAÑANTE para empresa de cuidado de enfermos con domi ...","montevideo",2019-01-24 01:16:53,"
            ACOMPAÑANTE para empresa de cuidado de enfermos con domicilio en Las Piedras, La Paz, Progreso o Colón. Ingreso Inmediato.        ","
            Compañía de adulto mayor en sanatorio, con buenas referencias y experiencia no menor a tres meses.        ","
                                Experiencia de 3 meses en el área de Salud.Experiencia de 3 meses en el área de Salud."
