"link","puesto","empresa","nivel","area","fecha","detalle","dpto","fecha_scraping","Responsabilidades","Funciones","Requisitos"
"/anuncio/aasasasa-njbz8","DOCENTE ÁREA RECURSOS HUMANOS","Instituto Europa - Centro de Formación Profesional y Capacitación.","Analista","Marketing - Publicidad","Hace 1 mes ","Somos un instituto con sede en Salinas, Canelones. Llamado a interesados en presentar Currículum PARA DICTAR CLASES en cursos, talleres y capacitaciones en ...","canelones",2019-03-06 02:52:35,"
            Ambos sexos sin límite de edad.
Requisito excluyente tener experiencia en docencia.
Preferentemente viva en zona de Costa de Oro / Ciudad de la Costa / Pando.","
            Somos un instituto con sede en Salinas, Canelones.
Llamado a interesados en presentar Currículum PARA DICTAR CLASES en cursos, talleres y capacitaciones en Recursos Humanos:
Tanto en el área de Organización y Gestión (planificación, selección, motivación, evaluación) como el área de Administración (relaciones laborales, nóminas, liquidación de sueldos, etc.)        ",NA
"/anuncio/abogado-a-para-cubrir-licencia-por-un-periodo-de-6-meses-pd2my","ABOGADO/A PARA CUBRIR LICENCIA POR UN PERIODO DE 6 MESES.","Importante empresa","Profesional","Legal","Hace 1 mes ","Abogado/a para cubrir licencia por un periodo de 6 meses con la posibilidad de formar parte del equipo de forma permanente. Dentro de las responsabilidades ...","montevideo",2019-03-06 02:52:35,"
            Es una oportunidad para ingresar a un equipo de trabajo y adquirir experiencia en el área jurídica.
Los interesados deberán de adjuntar aspiraciones salariales de no ser así serán descartados.
Jornada laboral de lunes a viernes, 30 horas semanales.        ","
            Abogado/a para cubrir licencia por un periodo de 6 meses con la posibilidad de formar parte del equipo de forma permanente.
Dentro de las responsabilidades del cargo se encuentra la realización de demandas, cubrir audiencias, procuracion poder judicial y entes públicos.        ","
                Universitario en derecho.                Experiencia de 1 año en el área de Legal."
"/anuncio/abogado-o-estudiante-avanzado-pjaep","ABOGADO O ESTUDIANTE AVANZADO","Estudio Juridico","Profesional","Legal","Hace 4 semanas ","Abogado o estudiante avanzado para tareas de procuración. Part time Tareas de procuración, y organización de la oficina","montevideo",2019-03-06 02:52:35,"
            Tareas de procuración, y organización de la oficina        ","
            Abogado o estudiante avanzado para tareas de procuración.
Part time        ","
                Universitario en derecho.                                Manejo de programas:Word a avanzado."
"/anuncio/acompanante-6bzzm","ACOMPAÑANTE","Residencial san expedito","Asistente","Salud","Hace 3 semanas ","• el personal deberá estar todo el tiempo a disposición de los residentes. • aseos diarios, cambios de sábanas, y alimentación según el turno del personal. ...","montevideo",2019-03-06 02:52:35,"
            • el personal será responsable de los residentes dentro de su turno.
• el personal será responsable de usar correctamente los materiales disponibles.
• estricto control y supervisión a la hora de organizar medicaciones. 
• mantener siempre un hambiente agradable ya que se está trabajando con personas adultas.        ","
            • el personal deberá estar todo el tiempo a disposición de los residentes.
• aseos diarios, cambios de sábanas, y alimentación según el turno del personal. 
• dar parte diario de la situación dentro del residencial para mayor control, dirigiéndose siempre a un superior.        ","
                Formación profesional básica en servicios de salud.                Experiencia de 2 años en el área de Salud.                                Idioma Español a avanzado."
"/anuncio/acompanante-chofer-administrtivo-vs-eqgv2","ACOMPAÑANTE-CHOFER-ADMINISTRTIVO-VS","MARIANELLA CABALLERO","Auxiliar","Producción","Hace 1 mes ","SE OFRECE SRA. DE 50 AÑOS  CON REFERENCIAS, PARA ADMINISTRACION-CUIDAR ADULTOS-CHOFER-LIMPIEZA SOY RESPONSABLE PARA CUALQUIER TAREA QUE SE ME ASIGNE","montevideo",2019-03-06 02:52:35,"
            SOY RESPONSABLE PARA CUALQUIER TAREA QUE SE ME ASIGNE        ","
            SE OFRECE SRA. DE 50 AÑOS  CON REFERENCIAS, PARA ADMINISTRACION-CUIDAR ADULTOS-CHOFER-LIMPIEZA        ","
                                Experiencia de 5 años a más en el área de Otra.                                Idioma Español a avanzado."
"/anuncio/acompanante-de-bus-a4tpy","ACOMPAÑANTE DE BUS",NA,"Peon","Servicios - Oficios","Hace 2 semanas "," Para Bus escolar. ","montevideo",2019-03-06 02:52:35,"
            Para Bus escolar.","
                    ",NA
"/anuncio/acompanante-para-camioneta-escolar-yrtj4","ACOMPAÑANTE PARA CAMIONETA ESCOLAR","Importante empresa","Auxiliar","Logística - Distribución","Hace 2 semanas ","Acompañante de camioneta escolar Acompañante de camioneta escolar","montevideo",2019-03-06 02:52:35,"
            Acompañante de camioneta escolar        ","
            Acompañante de camioneta escolar        ",NA
"/anuncio/acompanante-qvba7","ACOMPAÑANTE",NA,"Auxiliar","Salud","Hace 3 semanas "," con experiencia para Montevideo.","montevideo",2019-03-06 02:52:35,"
            con experiencia para Montevideo.        ","
                    ",NA
"/anuncio/acompanante-terapeutico-h4bmt","ACOMPAÑANTE TERAPEUTICO",NA,"Asistente","Educación - Recreación - Deportes","Hace 3 semanas "," Acompañante terapeutico/a con formacion en educacion para escuela niño de 3 años ","montevideo",2019-03-06 02:52:35,"
            Acompañante terapeutico/a con formacion en educacion para escuela niño de 3 años         ","
                    ",NA
"/anuncio/acompanante-ttjn4","ACOMPAÑANTE MALDONADO","Importante empresa","Auxiliar","Salud","Hace 1 mes ","Seleccionamos Acompañantes  ¿Quieres ser un acompañante profesional?  ¡Sé parte de nuestro equipo!  Seleccionamos personal para el cargo de acompañantes.  ...","maldonado",2019-03-06 02:52:35,"
            Se valoraran estudios en enfermería o cursos de cuidados        ","
            Seleccionamos Acompañantes 
¿Quieres ser un acompañante profesional? 
¡Sé parte de nuestro equipo! 
Seleccionamos personal para el cargo de acompañantes. 
Requisitos: 
• Tener 3er año de liceo aprobado 
• Experiencia en cuidados. ",NA
"/anuncio/acompanante-u6s9r","ACOMPAÑANTE","Gente Servicio de compañía","Auxiliar","Salud","Hace 1 mes ","Asistir al paciente en todas sus necesidades básicas. Compañía de adulto mayor en sanatorio, con buenas referencias y experiencia acreditada. ACOMPAÑANTE  ...","canelones",2019-03-06 02:52:35,"
            Compañía de adulto mayor en sanatorio, con buenas referencias y experiencia acreditada.
ACOMPAÑANTE para empresa de cuidado de enfermos con domicilio en Las Piedras, La Paz, Progreso o Colón. Ingreso Inmediato.        ","
            Asistir al paciente en todas sus necesidades básicas.        ","
                                Experiencia de 6 meses en el área de Salud."
