"link","puesto","empresa","nivel","area","fecha","detalle","dpto","fecha_scraping","Responsabilidades","Funciones","Requisitos"
"/anuncio/5-auxiliares-de-venta-y-5-volanteros-pr3t2","5 AUXILIARES DE VENTA Y 5 VOLANTEROS",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 5 días "," 5 auxiliares de ventas y 5 volanteros.","montevideo",2019-02-06 21:36:46,"
            5 auxiliares de ventas y 5 volanteros.        ","
                    ",NA
"/anuncio/aasasasa-njbz8","DOCENTE ÁREA RECURSOS HUMANOS","Instituto Europa - Centro de Formación Profesional y Capacitación.","Analista","Marketing - Publicidad","Hace 3 semanas ","Somos un instituto con sede en Salinas, Canelones. Llamado a interesados en presentar Currículum PARA DICTAR CLASES en cursos, talleres y capacitaciones en ...","canelones",2019-02-06 21:36:46,"
            Ambos sexos sin límite de edad.
Requisito excluyente tener experiencia en docencia.
Preferentemente viva en zona de Costa de Oro / Ciudad de la Costa / Pando.","
            Somos un instituto con sede en Salinas, Canelones.
Llamado a interesados en presentar Currículum PARA DICTAR CLASES en cursos, talleres y capacitaciones en Recursos Humanos:
Tanto en el área de Organización y Gestión (planificación, selección, motivación, evaluación) como el área de Administración (relaciones laborales, nóminas, liquidación de sueldos, etc.)        ",NA
"/anuncio/abogado-a-para-cubrir-licencia-por-un-periodo-de-6-meses-pd2my","ABOGADO/A PARA CUBRIR LICENCIA POR UN PERIODO DE 6 MESES.","Importante empresa","Profesional","Legal","Hace 3 semanas ","Abogado/a para cubrir licencia por un periodo de 6 meses con la posibilidad de formar parte del equipo de forma permanente. Dentro de las responsabilidades ...","montevideo",2019-02-06 21:36:46,"
            Es una oportunidad para ingresar a un equipo de trabajo y adquirir experiencia en el área jurídica.
Los interesados deberán de adjuntar aspiraciones salariales de no ser así serán descartados.
Jornada laboral de lunes a viernes, 30 horas semanales.        ","
            Abogado/a para cubrir licencia por un periodo de 6 meses con la posibilidad de formar parte del equipo de forma permanente.
Dentro de las responsabilidades del cargo se encuentra la realización de demandas, cubrir audiencias, procuracion poder judicial y entes públicos.        ","
                Universitario en derecho.                Experiencia de 1 año en el área de Legal."
"/anuncio/abogado-junior-49tr4","ABOGADO JUNIOR","ADVICE","Profesional","Legal","Hace 1 mes ","Objetivos de la posición: Trabajará junto al equipo legal y contable de la casa matriz del grupo en lo referente a temas administrativos y legales. Dará so ...","montevideo",2019-02-06 21:36:46,"
            Buscamos:
Profesional egresado de la carrera de Abogacía.
Deberá contar con conocimientos de francés e inglés avanzados (excluyente).
Se valora experiencia laboral en tareas administrativas y legales.
Es importante que cuente con pasaporte europeo.        ","
            Objetivos de la posición:
Trabajará junto al equipo legal y contable de la casa matriz del grupo en lo referente a temas administrativos y legales.
Dará soporte al equipo en Luxemburgo y tendrá contacto directo con Uruguay y Argentina. 
La posición implica la radicación en Luxemburgo por al menos 2 años. Inicialmente recibirá un entrenamiento en Uruguay.        ","
                Universitario en derecho.Postgrado en derecho.                Experiencia de 1 año en el área de Legal.                                Idioma Inglés a avanzado.Idioma Francés a avanzado."
"/anuncio/abogado-o-estudiante-avanzado-pjaep","ABOGADO O ESTUDIANTE AVANZADO","Estudio Juridico","Profesional","Legal","Hace 1 día ","Abogado o estudiante avanzado para tareas de procuración. Part time Tareas de procuración, y organización de la oficina","montevideo",2019-02-06 21:36:46,"
            Tareas de procuración, y organización de la oficina        ","
            Abogado o estudiante avanzado para tareas de procuración.
Part time        ","
                Universitario en derecho.                                Manejo de programas:Word a avanzado."
"/anuncio/acompanante-6sh4p","ACOMPAÑANTE",NA,"Auxiliar","Salud","Hace 2 semanas "," ACOMPAÑANTES con  experiencia para Montevideo","montevideo",2019-02-06 21:36:46,"
            ACOMPAÑANTES con  experiencia para Montevideo        ","
                    ",NA
"/anuncio/acompanante-chofer-administrtivo-vs-eqgv2","ACOMPAÑANTE-CHOFER-ADMINISTRTIVO-VS","MARIANELLA CABALLERO","Auxiliar","Producción","Hace 2 semanas ","SE OFRECE SRA. DE 50 AÑOS  CON REFERENCIAS, PARA ADMINISTRACION-CUIDAR ADULTOS-CHOFER-LIMPIEZA SOY RESPONSABLE PARA CUALQUIER TAREA QUE SE ME ASIGNE","montevideo",2019-02-06 21:36:46,"
            SOY RESPONSABLE PARA CUALQUIER TAREA QUE SE ME ASIGNE        ","
            SE OFRECE SRA. DE 50 AÑOS  CON REFERENCIAS, PARA ADMINISTRACION-CUIDAR ADULTOS-CHOFER-LIMPIEZA        ","
                                Experiencia de 5 años a más en el área de Otra.                                Idioma Español a avanzado."
"/anuncio/acompanante-de-enfermos-femenina-para-montevideo-5t2us","ACOMPAÑANTE DE ENFERMOS FEMENINA PARA MONTEVIDEO","IMPORTANTE EMPRESA DE SERVICIOS","Auxiliar","Salud","Hace 1 semana "," Se requiere:  Edad: 25 a 60 años.  Disponibilidad horaria.  Excelente presencia.  Se ofrece:  Excelente remuneración.  Estabilidad laboral.   ...","montevideo",2019-02-06 21:36:46,"
            Se requiere:
Edad: 25 a 60 años.
Disponibilidad horaria.
Excelente presencia.
Se ofrece:
Excelente remuneración.
Estabilidad laboral.
Boletos gratuitos.","
                    ",NA
"/anuncio/acompanante-en-domicilio-para-senora-jbrtr","ACOMPAÑANTE EN DOMICILIO PARA SEÑORA","Particular","Auxiliar","Salud","Hace 1 mes ","Acompañante en domicilio para señora mayor que no camina, para tareas de higiene personal, limpieza sencilla, ayuda en movimientos, etc. Puntualidad. Se bu ...","montevideo",2019-02-06 21:36:46,"
            Puntualidad. Se busca preferentemente mujer entre 35 y 50 años, con conocimientos o nociones en área de la salud (higiene, dar medicamentos, etc.). 
El horario de trabajo será para los días sábados y domingos por la tarde.        ","
            Acompañante en domicilio para señora mayor que no camina, para tareas de higiene personal, limpieza sencilla, ayuda en movimientos, etc.        ",NA
"/anuncio/acompanante-qaypu","ACOMPAÑANTES PARA CERRO LARGO (MELO)","Importante empresa","Auxiliar","Salud","Hace 1 mes ","Requisitos: o	Ciclo básico con tercer año aprobado o	Experiencia en cuidados. o	Se valorará título en Aux de enfermería Nuestra propuesta: La mejor remuner ...","cerro-largo",2019-02-06 21:36:46,"
            Nuestra propuesta:
La mejor remuneración por hora.
Premios mensuales y anuales.
Capacitación de ingreso y profesional.
Apoyo continuo y personalizado en los servicios.
Comunicación permanente y personalizada        ","
            Requisitos:
o	Ciclo básico con tercer año aprobado
o	Experiencia en cuidados.
o	Se valorará título en Aux de enfermería        ","
                Ciclo básico en enfermería."
"/anuncio/acompanante-terapeutico-h4bmt","ACOMPAÑANTE TERAPEUTICO",NA,"Asistente","Educación - Recreación - Deportes","Hace 8 horas "," Acompañante terapeutico/a con formacion en educacion para escuela niño de 3 años ","montevideo",2019-02-06 21:36:46,"
            Acompañante terapeutico/a con formacion en educacion para escuela niño de 3 años         ","
                    ",NA
"/anuncio/acompanante-ttjn4","ACOMPAÑANTE MALDONADO","Importante empresa","Auxiliar","Salud","Hace 5 días ","Seleccionamos Acompañantes  ¿Quieres ser un acompañante profesional?  ¡Sé parte de nuestro equipo!  Seleccionamos personal para el cargo de acompañantes.  ...","maldonado",2019-02-06 21:36:46,"
            Se valoraran estudios en enfermería o cursos de cuidados        ","
            Seleccionamos Acompañantes 
¿Quieres ser un acompañante profesional? 
¡Sé parte de nuestro equipo! 
Seleccionamos personal para el cargo de acompañantes. 
Requisitos: 
• Tener 3er año de liceo aprobado 
• Experiencia en cuidados. ",NA
"/anuncio/acompanante-u6s9r","ACOMPAÑANTE","Gente Servicio de compañía","Auxiliar","Salud","Hace 1 semana ","Asistir al paciente en todas sus necesidades básicas. Compañía de adulto mayor en sanatorio, con buenas referencias y experiencia acreditada. ACOMPAÑANTE  ...","canelones",2019-02-06 21:36:46,"
            Compañía de adulto mayor en sanatorio, con buenas referencias y experiencia acreditada.
ACOMPAÑANTE para empresa de cuidado de enfermos con domicilio en Las Piedras, La Paz, Progreso o Colón. Ingreso Inmediato.        ","
            Asistir al paciente en todas sus necesidades básicas.        ","
                                Experiencia de 6 meses en el área de Salud."
"/anuncio/administracion-y-ventas-atdrp","ADMINISTRACIÓN Y VENTAS",NA,"Supervisor / Encargado","Administración - Secretariado","Hace 2 días "," ADMINISTRACION de propiedades, persona responsable de 12 a 18 hs para trabajo interno y externo.","montevideo",2019-02-06 21:36:46,"
            ADMINISTRACION de propiedades, persona responsable de 12 a 18 hs para trabajo interno y externo.        ","
                    ",NA
"/anuncio/administrador-de-servicios-de-consorcio-de-edificios-rqv3q","ADMINISTRADOR DE SERVICIOS DE CONSORCIO DE EDIFICIOS","MAZARS","Supervisor / Encargado","Servicios - Oficios","Hace 11 horas ","El cargo tiene bajo su responsabilidad la gestión de los servicios del edificio de una empresa (data center, mantenimiento, seguridad, limpieza, etc.). Ges ...","montevideo",2019-02-06 21:36:46,"
            La búsqueda se orienta a técnicos o profesionales de áreas afines (Arquitectura, Ingeniería, etc.), con experiencia en la gestión de servicios similares.        ","
            El cargo tiene bajo su responsabilidad la gestión de los servicios del edificio de una empresa (data center, mantenimiento, seguridad, limpieza, etc.). Gestiona, coordina y supervisa dichos servicios con mano de obra propia o con otras empresas.        ","
                                Experiencia de 3 años en el área de Construcción - arquitectura."
"/anuncio/administrador-de-sistemas-y6tms","ADMINISTRADOR DE SISTEMAS","O+H","Jefe","Tecnologías de la información","Hace 3 semanas ","La posición implicará la instalación, configuración y puesta en marcha de sistemas en la nube. Brindará soporte de primer y segundo nivel, resolviendo inci ...","montevideo",2019-02-06 21:36:46,"
            Será necesario contar con sólidos conocimientos en la gestión de entornos Linux (instalación, configuración y mantenimiento), requiriéndose una experiencia de 3 años en posiciones similares. Se considera de particular interés el contar con un buen nivel de inglés.
Se necesitará poseer conocimientos en:
- Programación (Bash scripting, Python).
- Networking (VPN, Subnets, Routes).
- Base de datos (MySQL).
- Web servers (Tomcat, Apache).
- Seguridad informática.
- Cloud computing.
Complementariamente son deseables (no excluyentes) los conocimientos referidos a:
- Manejo y uso de servicios en AWS.
- Puppet, Chef, Ansible y herramientas similares para implementar CI/CD.
- Programación en lenguajes como PHP y NodeJS.
- Manejo de containers (Dockers).
- Instalación y configuración de herramientas de monitoreo (Nagios, Icinga).
Desde 2008 LiVECLiCKER ayuda a sus clientes con soluciones de personalización del correo electrónico. La organización tiene una presencia global y brinda soluciones B2C escalables. Por ejemplo, renderizando datos activos en tiempo real, desde cualquier otra plataforma, para realizar comunicaciones a medida. Desde sus oficinas en WTC en Uruguay, la compañía realiza actividades de desarrollo y soporte para clientes en mercados como USA, Europa y Australia.        ","
            La posición implicará la instalación, configuración y puesta en marcha de sistemas en la nube. Brindará soporte de primer y segundo nivel, resolviendo incidencias con el fin de mantener operativos los servicios de acuerdo al SLA existente. Colaborará en la gestión, monitorización y despliegue de Amazon Web Services (AWS). Ofrecerá apoyo en cuanto a la atención y gestión de alertas. Participará en la adopción de nuevas tecnologías Cloud Computing y en la evolución de los servicios ya existentes dentro del roadmap de la compañía para proyectos en países de Europa, América y Oceanía. Interactúa con diferentes áreas dentro de la empresa, para identificar las mejores soluciones técnicas adaptadas a las necesidades y requisitos de cada proyecto. Ayudará al equipo a establecer entornos de servidor para el desarrollo de nuevas aplicaciones y la migración de aplicaciones existentes. Se esforzará por establecer rutinas automatizadas de gestión de servidores, optimizar el rendimiento de los sistemas y mantener los protocolos de seguridad establecidos. Actuará en proyectos especiales de acuerdo a las metas de la organización.        ","
                Terciario no universitario en tecnologías de información.Terciario no universitario en computación e informática.Terciario no universitario en informática.Universitario en tecnologías de información.                                Manejo de programas:Linux a intermedio.Manejo de programas:Sql a intermedio.                Idioma Inglés a intermedio."
"/anuncio/administrativa-con-contabilidad-para-venats-js3gg","ADMINISTRATIVA CON CONTABILIDAD PARA VENATS",NA,"Asistente","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","  Con experiencia.  25 - 35 años.   Sal. Líq. $U  21.000.   Al postularse adjuntar CV","montevideo",2019-02-06 21:36:46,"
            
Con experiencia.
25 - 35 años. 
Sal. Líq. $U  21.000. 
Al postularse adjuntar CV        ","
                    ",NA
"/anuncio/administrativa-con-experiencia-en-gestiones-y-dpto-de-personal-826nb","ADMINISTRATIVA CON EXPERIENCIA EN GESTIONES Y DPTO DE PERSONAL","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Asistir a la administrativa del sector de personal (altas y bajas de personal, firma de contratos, denuncias en Web de BSE, giros Abitab, control de certif ...","montevideo",2019-02-06 21:36:46,"
            Por el buen manejo de los datos
Por la calidad de las gestiones realizadas
Por el cumplimiento de los plazos indicados para sus tareas        ","
            Asistir a la administrativa del sector de personal (altas y bajas de personal, firma de contratos, denuncias en Web de BSE, giros Abitab, control de certificaciones y carné de salud, depósitos bancarios y trámites externos en general).        ","
                Bachillerato secundaria en administración.                Experiencia de 2 años en el área de Administración - secretariado.                Manejo de programas:Excel a avanzado."
